pctile,inc3_mean,tax_mean,transfer_mean,pubpension_mean,hil_mean,hxit_mean,hxits_mean,hsscer_mean,taxrate_mean,countryyear
1,3850.27,622.04,1637.905,246.2148,1450.721,215.1532,10.00745,423.6105,.1487285,at04
2,7523.658,891.1546,4919.85,0,1897.594,364.5967,16.42175,553.8851,.1195021,at04
3,9858.961,1164.423,5444.518,905.301,2637.845,418.7105,91.40633,760.8311,.1171237,at04
4,11865.08,1324.316,6051.163,2130.615,2654.872,571.9362,208.8802,775.2225,.1106515,at04
5,13830.38,1711.152,6567.031,2774.878,3398.33,731.4399,329.78,990.7464,.1230528,at04
6,15538.82,2821.669,4370.511,4090.356,5448.267,1243.304,539.9904,1589.232,.1808379,at04
7,17174.03,3606.517,5218.096,2719.837,7105.792,1539.267,810.5073,2067.25,.2101102,at04
8,18592.81,4144.762,4474.217,4046.846,7667.944,1940.875,902.3534,2206.176,.2220594,at04
9,19968.59,4404.061,5753.654,3295.583,8255.549,2007.054,987.5742,2409.897,.2203965,at04
10,21103.29,6203.13,3518.686,3379.025,10863.98,3032.516,1426.331,3170.614,.2940576,at04
11,21859.92,5733.685,4415.684,4394.45,10004.63,2814.862,1288.861,2919.838,.262483,at04
12,22717.27,6397.112,4430.111,2567.896,12017.39,2888.035,1620.738,3509.077,.2814822,at04
13,23539.03,7346.47,4311.866,2236.978,13032.79,3541.217,1766.968,3805.254,.3121888,at04
14,24416.12,7011.592,4049.379,5240.086,11640.07,3620.004,1600.449,3391.588,.28688,at04
15,25046.96,7020.566,6055.13,1847.987,13147.47,3181.5,1805.199,3839.067,.2802013,at04
16,25679.88,7964.007,4135.809,2346.996,14807.43,3656.895,2026.306,4323.771,.3098794,at04
17,26275.88,8150.722,3793.425,2490.243,15129.96,3732.814,2112.313,4417.907,.3102056,at04
18,26983.04,8946.858,3098.274,4427.931,14946.21,4582.564,2120.73,4364.294,.3315308,at04
19,27681.42,8766.3,3650.124,3004.043,16014.05,4097.439,2162.538,4673.2,.3169335,at04
20,28212.26,9666.236,2868.448,1925.739,18056.93,4407.044,2436.745,5259.192,.3425342,at04
21,28837.29,8982.398,3362.042,5154.824,15496.05,4459.491,2150.336,4522.907,.3115369,at04
22,29425.71,8998.995,4114.882,4514.328,15979.86,4366.936,2245.605,4648.756,.3057802,at04
23,29985.95,9022.238,4257.941,4926.259,15948.75,4367.487,2278.087,4657.038,.3009039,at04
24,30678.43,9934.534,2903.633,4957.135,17514.99,4820.734,2485.666,5113.801,.32383,at04
25,31154.11,10250.81,3987.768,2142.609,19354.21,4725.25,2640.56,5525.56,.3289504,at04
26,31560.38,10827.81,3683.908,2206.274,19806.56,5052.78,2838.225,5775.025,.3431019,at04
27,32123.21,10419.54,4074.48,4877.225,17782.42,5227.08,2495.745,5192.465,.324392,at04
28,32639.99,11428.7,3618.208,3863.556,19402.86,5805.582,2820.158,5623.12,.3501959,at04
29,33271.12,11871.42,3196.813,3628.009,20363.21,5929.087,3033.993,5942.331,.3568131,at04
30,33777.45,11878.49,3109.494,5804.589,18857,6372.245,2722.702,5506.245,.3516364,at04
31,34354.04,11676.77,3475.234,4095.763,20477.23,5734.023,2896.042,5942.748,.3398256,at04
32,34841.43,12731.05,3854.661,750.8315,23174.92,5965.83,3382.32,6765.217,.3653754,at04
33,35385.13,12324.93,3690.816,4326.75,21003.62,6193.028,3032.269,6131.903,.3483224,at04
34,35877.38,12544.2,4103.782,4583.699,20908.03,6439.058,3036.133,6105.146,.3495623,at04
35,36374.55,12556.35,4377.644,2718.092,22310.11,6072.841,3226.251,6487.23,.3451834,at04
36,36861.7,13391.54,4030.056,2987.353,23003.87,6705.166,3374.822,6686.374,.363359,at04
37,37521.43,14109.67,2872.972,1335.221,25602.36,6646.843,3765.974,7462.828,.3760678,at04
38,38246.46,14232.65,3313.613,3956.708,23762.6,7305.271,3518.845,6927.375,.372116,at04
39,38776.86,14008.77,2751.168,4969.627,23923.8,7023.022,3424.416,6985.75,.3612411,at04
40,39285.16,14253.74,3670.072,3240.69,24914.51,6992.017,3681.188,7261.722,.3627784,at04
41,39857.86,15125.94,3476.683,3017.082,25600.55,7681.787,3795.331,7444.152,.3795199,at04
42,40350.52,14912.1,2388.057,4622.662,25716.18,7437.425,3743.26,7474.674,.3695938,at04
43,40803.18,14846.65,3443.296,2124.044,27170.1,6982.586,3920.201,7864.062,.3639165,at04
44,41343.75,15910.14,3616.52,1710.768,27829.07,7861.842,4120.7,8048.302,.3847948,at04
45,41897.77,15520.71,2882.228,4615.396,26490.01,7815.953,3903.311,7704.757,.3704455,at04
46,42458.32,15530.65,3212.699,2204.649,28496.37,7249.551,4067.969,8281.101,.36579,at04
47,42965,15054.65,3153.194,5554.479,26071.47,7545.895,3798.449,7512.983,.3504567,at04
48,43492.99,16672.69,3589.298,2432.496,28861.48,8284.44,4259.692,8388.248,.3833356,at04
49,43919.74,16505.49,2921.816,5948.709,26887.08,8761.115,4002.479,7744.37,.3758389,at04
50,44553.06,17989.06,2409.709,1796.802,31063.06,8971.619,4578.465,9017.446,.403787,at04
51,45172.04,17325.41,2197.234,3158.775,30632.34,8487.951,4475.305,8837.461,.38356,at04
52,45731.7,17137.79,2949.177,5815.793,28620.8,9124.06,4037.022,8013.729,.3747518,at04
53,46190.45,16642.85,3248.487,2444.678,31048.74,7706.576,4465.358,8936.278,.3603044,at04
54,46695.14,17722,3645.333,2858.972,30251.07,8914.832,4457.09,8807.164,.3795382,at04
55,47347.17,18610.3,2103.083,4834.962,30987.16,9713.974,4587.563,8896.329,.3930859,at04
56,48099.28,19007.76,2110.452,4346.006,32127.21,9732.548,4766.76,9275.208,.3952646,at04
57,48711.22,18575.69,2143.299,4279.863,32690.1,9290.388,4729.639,9287.105,.3812758,at04
58,49288.02,19729.7,1980.604,2606.839,34563.33,9938.82,5064.098,9828.371,.4002569,at04
59,49894.1,18917.52,3289.342,5411.203,31783.4,9876.91,4641.859,9040.604,.3791299,at04
60,50516.55,20580.92,2987.094,2059.559,35187.17,10701.16,5074.334,9879.763,.4073495,at04
61,51230.23,19760.19,2468.745,5437.468,33192.4,10226.52,4956.453,9533.675,.3856894,at04
62,51782.79,20427.68,2631.622,3003.259,35755.1,10241.74,5288.331,10185.94,.3944349,at04
63,52452.32,19658.32,2104.546,4890.284,35082.49,9682.379,5131.142,9975.94,.3747417,at04
64,53223.77,19833.96,4941.119,5002.4,33377.48,10419.83,4723.554,9414.129,.3727421,at04
65,53811.57,21750.91,2218.232,2721.635,37201.44,11227.08,5358.193,10523.83,.4042172,at04
66,54535.44,22080.02,2044.314,4112.006,37439.16,11414.17,5537.445,10666.86,.4048232,at04
67,55172.5,22640.16,2694.693,3352.218,37953.55,11893.28,5605.607,10746.88,.4103634,at04
68,55913.57,23207.74,1950.461,3966.71,38587.16,12286.51,5735.276,10921.23,.4150923,at04
69,56758.77,23400.94,2495.741,2736.846,39458.41,12133.97,5938.566,11266.96,.4123068,at04
70,57828.01,22887.87,2598.534,6042.748,37930.05,12160.12,5581.854,10727.75,.3957379,at04
71,58669.09,24661.41,1966.744,1299.723,43257.18,12647.61,6244.653,12013.8,.4203627,at04
72,59522.59,24497.43,1623.212,5030.905,40814.75,12682.88,6195.391,11814.55,.4116461,at04
73,60322.12,24803.59,1294.471,6146.91,40016.55,13211.45,6170.61,11592.15,.4111912,at04
74,61137.97,26274.79,1786.517,2336.74,44441.65,13920.97,6437.984,12353.81,.429672,at04
75,62009.39,25231.66,2276.817,5455.761,41943.17,13395.61,6172.714,11836.05,.4068668,at04
76,62951.47,25051.96,1860.848,6036.594,42374.41,12946.96,6286.365,12105,.3979713,at04
77,63864.22,26355.31,1450.862,5478.618,43418.36,14107.29,6417.945,12248.02,.4126512,at04
78,64920.29,27099.29,1774.798,2379.403,47154.55,13890.93,6909.413,13208.37,.4174204,at04
79,66205.05,29283.88,2573.19,2786.477,47340.82,16354.26,6790.632,12929.62,.4423041,at04
80,67082.9,26622.12,1343.408,7187.566,44587.41,14066.36,6589.737,12555.76,.39678,at04
81,68433.68,28762.17,1519.398,4079.303,48357.21,15428.16,7054.956,13334.01,.4201707,at04
82,69981.44,29566.37,1738.197,4706.346,49505.73,16051.94,7331.321,13754.11,.4224061,at04
83,71353.27,30029.63,1818.392,5206.826,50122.2,16064.81,7377.694,13964.82,.4208333,at04
84,72598.73,31283.87,2166.566,3536.309,52302.8,17088.22,7407.217,14195.65,.4309167,at04
85,73942.62,30598.68,2153.446,5002.981,52224.3,16578.84,7292.022,14019.84,.4138839,at04
86,75312.15,32620.54,1771.684,3977.596,54205.77,18130.13,7649.635,14490.41,.4332076,at04
87,77585.27,33548.49,1580.158,3259.786,56586.31,18680.14,7705.885,14868.35,.432385,at04
88,79206.27,32824.69,1352.197,7151.167,54313.75,17891.57,7915.153,14933.12,.4143282,at04
89,81428.8,35263.49,1058.197,2218.264,60647.5,18980.17,8541.201,16283.32,.4331113,at04
90,83712.7,35484.65,2238.788,5406.933,57047.67,20227.32,7932.539,15257.33,.4237047,at04
91,86677.45,35061.63,2630.396,9309.049,58026.53,19580.44,8176.965,15481.19,.4045449,at04
92,89836.82,38991.81,2343.241,3211.234,66067.67,22638.02,8350.439,16353.79,.4342155,at04
93,93190.75,41589.31,1730.203,2681.259,69820.05,24270.79,8800.466,17318.52,.4461154,at04
94,97027.66,40271.18,1239.367,5792.603,70711.35,23002.99,8872.948,17268.19,.4151998,at04
95,101753.4,44286.76,1533.362,3890.519,78209.84,26575.72,8764.158,17711.04,.4350094,at04
96,107321.9,46284.07,1488.682,2626.583,82307.66,26474.04,10109.42,19810.03,.4311218,at04
97,115384.9,52433.25,1288.932,10402.47,82968.83,33818.66,9188.841,18614.58,.4545911,at04
98,127449.1,53952.02,1742.422,7832.045,93287.03,34475.55,9230.053,19476.47,.423402,at04
99,142128.5,60356.48,2290.768,7885.523,98829.16,39183.31,10268.44,21173.17,.4247052,at04
100,202772,84635.3,2222.365,10567.32,151238.6,60303.8,9642.287,24331.51,.4165912,at04
1,2905.214,319.4524,1484.652,375.4571,663.8512,126.2105,2.124703,193.8445,.1429175,at07
2,7640.258,927.8581,4600.966,175.0639,2060.013,388.1328,49.91378,601.5128,.1184426,at07
3,9786.892,1142.188,4917.71,1079.146,2804.961,390.5855,157.9441,819.0485,.1167445,at07
4,11456.83,1144.993,6005.7,1644.288,2840.061,402.8781,159.1418,829.2977,.1003095,at07
5,12797.29,1563.022,5935.704,2386.469,3311.577,647.7053,269.0784,966.9903,.12294,at07
6,14042.72,1678.003,6290.105,2706.966,3792.638,620.6375,317.4716,1107.45,.1193905,at07
7,14980.22,2021.168,5019.384,4027.361,3833.607,976.8475,339.2536,1119.409,.135548,at07
8,15900.71,2763.836,5628.862,2565.568,5824.179,1063.18,505.8009,1700.656,.1740285,at07
9,17148.3,3532.953,5424.883,2750.186,6848.849,1543.483,748.4611,1999.86,.2059403,at07
10,18269.45,3454.737,5008.085,3738.848,6997.685,1412.634,747.0892,2043.324,.1892345,at07
11,19181.43,4136.977,4316.225,4590.487,7627.451,1933.838,843.5964,2227.216,.2155701,at07
12,20262.34,5373.972,3911.08,3426.152,9795.997,2524.476,1256.568,2860.431,.2652721,at07
13,21099.33,4836.742,6462.853,2522.599,9295.045,2170.944,1275.443,2714.141,.2293741,at07
14,22080.23,6267.221,4496.856,2201.829,11791.46,2824.12,1525.031,3443.101,.2836915,at07
15,23203.7,6654.567,3112.71,3774.366,12477.19,3011.229,1485.679,3643.339,.2866091,at07
16,24134.17,7281.633,3822.031,1122.274,14603.3,3022.728,1954.129,4264.166,.3016102,at07
17,24784.33,6821.176,3873.879,3692.785,13078.51,3002.27,1810.14,3818.906,.2752496,at07
18,25315.5,7180.56,5693.832,1859.134,13677.16,3186.841,1893.763,3993.719,.2835293,at07
19,25740.45,7619.215,4160.291,4613.563,12933.02,3857.869,1696.524,3776.456,.2959006,at07
20,26545.48,8210.84,4349.525,2476.382,15098.78,3801.997,2006.68,4408.843,.3089349,at07
21,27359.27,7466.412,4626.271,4000.156,14338.21,3292.253,1849.935,4186.762,.2728774,at07
22,27987.72,7333.878,5978.071,3816.611,13741.16,3321.457,1861.441,4012.421,.2621726,at07
23,28798.91,9224.336,3699.134,3354.928,16683.68,4352.705,2313.565,4871.63,.3201903,at07
24,29473.51,9033.023,3376.135,5585.05,15683.93,4453.313,2083.969,4579.711,.306488,at07
25,30191.42,9475.814,3161.726,3085.976,18213.21,4157.575,2510.285,5318.239,.3141431,at07
26,30777.49,11239.89,2608.938,2737.805,19226.93,5625.619,2636.521,5614.275,.3652486,at07
27,31397.74,10483.08,4846.549,1579.335,19266.61,4857.242,2751.194,5625.833,.3339374,at07
28,32004.96,9926.261,4943.879,3903.489,17651.09,4772.148,2466.732,5154.113,.3101927,at07
29,32677.39,10935.02,3945.35,2126.182,20457.65,4983.11,2980.8,5973.618,.3348298,at07
30,33307.29,11168.56,3653.786,1885.246,20252.54,5254.826,2865.456,5913.732,.3354016,at07
31,34012.74,10995.34,3386.557,4431.766,19873.51,5192.263,2716.098,5803.08,.3230477,at07
32,34570.97,12289.99,3834.344,2416.904,21648.62,5972.859,3102.28,6317.129,.3554665,at07
33,35116.74,11158.69,3300.064,4911,20558.37,5155.64,2905.498,6003.048,.3179545,at07
34,35941.98,12287.52,3359.539,2773.983,22839.01,5618.531,3295.605,6668.99,.3418587,at07
35,36678.25,12730.61,4649.187,2980.394,21101.32,6570.496,3032.833,6160.119,.3470929,at07
36,37336.51,12286.25,2474.511,6194.572,21368.54,6046.649,2956.795,6239.602,.3290294,at07
37,37877.17,13390.31,4284.085,3048.705,23516.32,6523.537,3378.007,6866.771,.3535361,at07
38,38349.89,13772.58,3855.348,4023.017,23362.1,6951.382,3377.961,6821.201,.3591358,at07
39,38993.84,13824.86,3612.047,4064.22,24126.18,6805.931,3591.308,7018.932,.3545899,at07
40,39732.16,13880.15,3319.393,5685.346,23381.55,7052.732,3397.436,6827.417,.3493853,at07
41,40226.25,14967.42,2535.583,3012.846,26269.92,7296.589,3844.636,7670.827,.3720768,at07
42,40783.6,15311.13,3193.393,1845.366,27272.92,7391.179,3992.325,7919.947,.3755424,at07
43,41425.18,15149.3,3295.513,3382.348,26354.72,7459.468,3942.865,7689.832,.365735,at07
44,42109.71,15538.57,2737.653,3381.292,27543.84,7526.11,4055.36,8012.455,.368966,at07
45,42716.54,15099.85,2984.553,4816.425,26544.79,7352.371,3870.941,7747.476,.353461,at07
46,43229.41,16509.37,1998.519,3122.347,29188.26,7994.507,4263.523,8514.858,.3818997,at07
47,44010.8,16371.79,2999.669,2444.057,29557.62,7816.949,4460.395,8554.845,.3720438,at07
48,44730.54,16378.38,2404.841,3897.638,29048.7,7904.987,4234.363,8473.396,.3660596,at07
49,45454.07,16846.2,3759.144,3626.66,29387.4,8432.372,4275.124,8413.823,.3705711,at07
50,46072.48,17881.09,3573.886,3313.137,29859.2,9240.626,4442.194,8640.466,.3881429,at07
51,46788.33,18633.3,1803.768,2293.753,32679.55,9291.282,4731.072,9342.02,.398278,at07
52,47559.66,18681.64,3389.294,3013.434,31660.82,9524.374,4703.548,9157.265,.3928706,at07
53,48157.42,17411.03,2651.614,6071.379,30131.66,8656.373,4403.017,8754.653,.3616094,at07
54,48912.68,18212.85,2707.242,3007.078,32728.72,8701.156,4832.781,9511.688,.3723767,at07
55,49614.21,19143.72,2376.413,3100.514,33044.02,9571.516,4889.21,9572.207,.3859298,at07
56,50245.77,18138.28,3894.584,8301.588,29194.47,9754.247,4305.905,8384.033,.3609723,at07
57,50872.62,19554.13,2906.194,2566.219,34813.72,9753.309,5001.427,9800.82,.3843665,at07
58,51545.56,19502.28,3389.097,2690.246,34596.82,9486.987,5111.964,10015.29,.3784917,at07
59,52471.43,21348.53,2482.128,3014.305,36065.55,10886.35,5553.88,10462.17,.406862,at07
60,53141.16,20881.67,2071.137,3859.911,36251.68,10483.55,5238.025,10398.11,.392955,at07
61,53770.81,21473.63,3369.507,2686.282,36575.26,11107.94,5397.016,10365.69,.3993563,at07
62,54505.41,20760.52,2640.09,5012.307,35528.92,10654.41,5175.516,10106.12,.3809394,at07
63,55314.98,23030.68,2325.694,1680.862,39634.57,11925.98,5755.47,11104.7,.4163691,at07
64,56300.18,22641.79,2527.531,2689.302,39107.49,11354.33,5772.046,11287.46,.402196,at07
65,57440.51,24526.2,2485.246,1067.984,41881.68,12815.91,6105.167,11710.3,.4269456,at07
66,58328.81,23958.21,2317.045,3406.066,40288.21,12757.95,5837.726,11200.26,.4106692,at07
67,59306.26,23289.57,2796.871,4187.911,40507.82,11775.71,5948.397,11513.86,.392755,at07
68,60155.71,24022.21,2285.45,1768.118,42130.86,12189.69,6166.482,11832.52,.3993686,at07
69,60951.38,24397.47,3724.651,2748.546,41248.79,13034.12,5802.422,11363.35,.4002984,at07
70,61749.45,25469.69,3281.497,4667.565,41249.59,14163.16,5858.382,11306.53,.4125837,at07
71,62563.54,25589.87,2615.758,4734.557,43066.17,13836,6016.058,11753.87,.4089919,at07
72,63363.52,25744.8,2322.198,4707.721,43171.23,13793.85,6177.824,11950.95,.4063008,at07
73,64618.05,26636.37,1412.328,7740.486,41908.11,14826.85,6221.158,11809.51,.4122416,at07
74,65579.4,26285.88,4122.288,2730.155,44982.74,13793.87,6302.879,12492.01,.400734,at07
75,66719.93,27600.37,1924.262,6428.149,44463.47,15577.98,6218.225,12022.39,.4137408,at07
76,67868.15,26915.53,2304.643,5528.759,46150.79,14390.33,6573.507,12525.21,.3966803,at07
77,69022.72,29166.01,2159.205,5106.334,47492.82,15805.73,7081.86,13360.28,.4225267,at07
78,70692.59,30024.85,1935.063,3839.832,49674.06,16267.75,7195.928,13757.11,.4246723,at07
79,72095.67,30303.04,2769.339,624.2504,52908.89,15766.44,7587.658,14536.6,.420322,at07
80,73645.18,32486.25,2176.738,3240.282,52398.15,18260.68,7555.865,14225.57,.4411249,at07
81,74742.7,32652.07,1989.464,3368.634,54124.89,17923.22,7732.663,14728.84,.4368549,at07
82,75838.29,32544.49,1799.248,3332.937,55591.16,17986.95,7526.443,14557.54,.4291861,at07
83,77264.3,33552.18,2028.705,2836.736,56646.5,18341.35,7965.881,15210.82,.4341945,at07
84,78981.57,33262.52,1867.969,2633.156,57355.32,18236.49,7705.808,15026.03,.4213325,at07
85,80503.76,33242.47,2778.611,1215.073,58182.63,18002.75,7884.572,15239.73,.4130169,at07
86,82469.71,36830.65,1928.278,3045.639,61592.07,21367.66,7962.49,15462.99,.4464992,at07
87,84252.46,34725.83,1779.712,4987.336,59848.98,19927.36,7419.985,14798.47,.4120884,at07
88,86175.77,38266.87,2281.06,2653.024,63569.03,21563.24,8731.277,16703.63,.4440196,at07
89,89007.61,37447.68,1387.44,6979.861,62255.97,21824.17,8015.29,15623.51,.4207143,at07
90,91679.57,40264.68,1206.518,7452.857,64636.27,23361.28,8914.737,16903.4,.4392245,at07
91,94075.88,41197.01,1361.869,9192.389,64698.3,24845.32,8353.042,16351.69,.4379022,at07
92,96653.48,41319.06,2914.156,3321.153,71531.23,23598.03,9102.228,17721.04,.4275574,at07
93,99956.96,45915.2,1913.745,6319.115,71494.78,27675.16,9483.139,18240.04,.4592555,at07
94,104618.8,46079.22,1464.949,4261.082,74664.45,26824.55,10145.12,19254.68,.4402955,at07
95,109205.4,47708.78,2457.433,3070.685,82312.73,29160.22,9114.2,18548.55,.4368961,at07
96,116775,50765.63,1076.98,2793.892,85396.09,30640.43,10265.23,20125.2,.4346348,at07
97,125652.7,58766.48,1161.37,3124.153,95903,37675.16,10327.53,21091.32,.4682695,at07
98,138918.4,64596.36,1225.042,472.44,106630.4,42700.31,10472.6,21896.04,.4652805,at07
99,159358,71577.13,1686.936,849.8234,126183,47482.06,10929.26,24095.07,.4476618,at07
100,226155.6,109404.2,2447.541,2167.262,187212.2,83340.59,8994.95,26063.57,.4920974,at07
1,1998.911,464.3522,519.6144,31.94809,1067.083,248.4653,9.175485,311.5927,-.0593427,at13
2,7634.526,913.5778,4685.372,261.6457,2062.452,338.6163,54.26593,602.2317,.1239942,at13
3,9801.972,1180.24,5190.382,953.003,2726.624,456.6719,137.668,796.1741,.1227114,at13
4,11378.34,896.5225,7469.26,940.9442,2263.656,324.1847,96.73407,660.9874,.0783144,at13
5,12738.89,941.1171,7322.176,2256.122,2352.818,362.1759,132.3799,687.0189,.0737736,at13
6,13747.51,1148.185,7019.121,3006.279,2658.679,552.9977,188.964,776.3267,.083973,at13
7,14895.16,2013.442,6710.503,2104.95,4410.646,791.4391,290.6071,1287.912,.1348855,at13
8,15850.85,2554.571,6284.225,2485.729,5441.333,1034.979,445.7892,1588.876,.1607074,at13
9,16915.88,3249.02,6093.51,2062.17,6703.258,1341.112,659.0269,1957.347,.1913473,at13
10,17824.06,3124.141,5852.224,3231.448,6699.134,1221.239,540.1158,1956.154,.1748708,at13
11,18995.5,2885.128,7379.741,2989.696,6559.848,1000.176,493.5031,1915.476,.1520418,at13
12,20113.32,3867.958,5838.692,3243.662,8309.838,1463.57,849.7283,2426.473,.1917224,at13
13,21270.19,5148.799,4785.973,3936.67,9610.322,2359.356,968.928,2806.209,.2423281,at13
14,22331.96,4980.276,4874.057,5408.366,8950.538,2366.724,910.9778,2613.552,.2228973,at13
15,23089.61,4930.973,5781.144,4216.318,9716.89,2094.34,942.4061,2837.332,.2134813,at13
16,23946.43,5518.156,4552.192,6559.02,9825.911,2649.014,1104.772,2869.142,.2301944,at13
17,24643.85,6135.519,4592.354,4559.902,11725.36,2724.62,1371.433,3423.802,.248892,at13
18,25655.39,6456.113,5166.818,3711.52,12803.24,2725.642,1465.569,3738.538,.25183,at13
19,26733.12,7441.649,4678.777,4632.987,13111.41,3621.276,1456.581,3828.552,.2779543,at13
20,27528.26,8777.245,4446.238,1032.175,16961.47,3824.486,1988.515,4952.759,.3187553,at13
21,28170.54,8088.749,4637.696,2904.387,15068.83,3688.639,1877.538,4400.109,.2873219,at13
22,29005.35,8398.362,4062.743,5485.788,14704.3,4104.689,1770.298,4293.673,.2894424,at13
23,29807.4,9157.728,3882.53,4716.54,16084.32,4461.076,1958.614,4696.652,.3072414,at13
24,30652.98,8882.266,4692.795,5122.553,16061.92,4192.176,1930.574,4690.089,.289598,at13
25,31402.78,10041.91,4010.246,2675.253,18898,4523.708,2418.027,5518.205,.3198369,at13
26,32127.97,10800.88,3570.283,3014.058,19528.13,5098.66,2548.219,5702.218,.3364907,at13
27,33228.12,10765.99,4145.198,2810.46,19995.52,4927.315,2585.579,5838.677,.3240728,at13
28,34036.13,11840.86,4161.827,1817.793,21583.05,5538.608,2792.635,6302.252,.3480068,at13
29,34581.55,11895.12,4386.698,2015.486,21584,5592.587,2706.221,6302.537,.3440339,at13
30,35039.87,11139.47,5004.681,3539.596,20007.32,5297.331,2500.637,5842.136,.3178808,at13
31,35577.55,11677.07,4283.295,4494.147,20616.9,5656.929,2813.188,6020.145,.3282138,at13
32,36187.71,12321.88,5814.878,1786.639,22041.74,5885.683,2933.363,6436.198,.3405663,at13
33,36822.06,12968.73,3169.062,3151.65,22933.17,6272.234,3066.348,6696.494,.3522351,at13
34,37432.53,13340.72,4041.779,2897.583,23378.32,6514.236,3064.668,6826.481,.3563466,at13
35,38008.07,13725.91,2607.961,3579.285,24426.5,6593.369,3161.807,7132.543,.3610717,at13
36,38810.98,14226.5,3445.246,3545.394,24347.67,7116.961,3297.398,7109.538,.3664214,at13
37,39442.12,13156.04,4555.09,4186.187,23435.49,6312.871,3075.056,6843.171,.3335727,at13
38,40028.21,15169.84,4585.733,1149.492,26434.64,7450.927,3669.268,7718.914,.3789509,at13
39,40737.64,15047.04,3644.32,5119.639,24519.42,7887.376,3277.587,7159.667,.3693433,at13
40,41442.86,15102.45,4227.019,1778.976,26832.28,7267.459,3600.162,7834.988,.364379,at13
41,42056.52,14967.34,3817.197,4209.031,26180.54,7350.324,3682.449,7617.019,.3557914,at13
42,42639.53,14755.36,4930.643,3679.19,25952.16,7177.312,3565.221,7578.05,.3460691,at13
43,43279.38,16745.44,3373.065,1896.355,28714.64,8361.905,4022.794,8383.529,.386882,at13
44,43994.1,16875.45,3866.354,1868.259,29470.47,8323.523,4065.791,8551.922,.383616,at13
45,44477.31,15484.52,3181.294,5744.865,27484.17,7526.836,3652.817,7957.683,.3482066,at13
46,45044.39,16087.69,4715.927,4320.823,27760.09,7995.541,3802.423,8092.153,.3570315,at13
47,45679.85,17762.72,2637.926,3638.919,30345.37,8908.309,4180.576,8854.416,.388853,at13
48,46492.63,18298.71,2442.817,4580.349,30550.34,9585.633,4172.725,8713.076,.3937444,at13
49,47182.14,17902.76,4623.395,3568.524,29907.16,9234.844,4046.987,8682.629,.3793421,at13
50,47958.7,19109.76,2942.326,2143.949,33029.02,9510.829,4563.273,9598.928,.3985034,at13
51,48705.87,18464,3112.956,3452.979,32356.44,9128.845,4449.709,9335.156,.3791526,at13
52,49386.48,19600.37,3034.321,2764.911,33259.38,9962.637,4651.622,9637.735,.3968382,at13
53,50279.08,20090.61,2291.937,5047.921,32599.74,10776.31,4335.379,9314.297,.3995199,at13
54,51117.77,19882.67,2837.863,5882.853,32538.79,10410.76,4533.771,9471.904,.3890382,at13
55,51998.21,21020.43,3786.378,2359.279,34450.53,11007.82,4775.155,10012.61,.4041809,at13
56,52812.71,21004,3172.947,2773.066,36276.59,10603.7,4927.475,10400.3,.3977149,at13
57,53397.96,21968.35,2248.667,1154.632,38271.93,10833.09,5217.74,11135.26,.4113648,at13
58,54320.66,22067.5,2846.46,2113.936,37679.83,11352.04,5184.091,10715.46,.4062356,at13
59,55159.56,22229.25,2688.334,2531.657,38451.51,11320.71,5272.863,10908.54,.4030095,at13
60,55978.88,23044.19,2911.245,1541.298,39533.79,12083.96,5520.698,10960.24,.4116761,at13
61,56847.09,22906.58,2233.157,5871.559,37194.79,12246.72,5193.806,10659.86,.4029011,at13
62,57808.43,22814.81,2587.362,4174.121,38870.98,11676.01,5300.202,11138.8,.3947055,at13
63,58492.9,23250.35,2235.711,6076.757,38569.21,12609.17,5162.147,10641.18,.3975926,at13
64,59119.57,24200.79,3290.324,2001.9,41399.31,12284.72,5833.571,11916.06,.4093735,at13
65,59775.67,23909.07,3227.242,5005.544,39916.95,12608.13,5486.223,11300.95,.4000049,at13
66,60557.51,25325.37,2716.779,1441.647,43142.26,13159.56,5815.823,12165.81,.418228,at13
67,61515.58,26177.25,1994.157,3663.343,43109.82,14134.33,5965.417,12042.92,.4255043,at13
68,62590.91,24368.13,3930.385,3087.624,42847.58,12031.88,5939.055,12336.25,.3893456,at13
69,63403.98,26190.86,2151.686,3412.177,44583.71,13639.65,6133.522,12551.21,.4130266,at13
70,64187.19,27493.18,3054.742,1218.203,46250.52,14412.14,6523.229,13081.04,.4283684,at13
71,64857.72,26735.84,2443.73,4993.442,43354.99,14476.53,6017.086,12259.31,.41224,at13
72,65667.28,28015.41,1821.211,2765.95,47055.1,14982.94,6413.834,13032.47,.4266341,at13
73,66630.87,27499.16,1909.888,4372.363,45634.22,14597.33,6243.589,12901.82,.4127162,at13
74,67442.68,28504.02,1642.237,4072.744,47457.58,15054.93,6583.415,13449.1,.4226178,at13
75,68552.08,27839.13,2156.305,7292.921,45279.72,15260.57,6193.784,12578.56,.4060956,at13
76,69642.15,30428.79,3076.337,2889.572,49825.12,17179.18,6560.077,13249.61,.4369548,at13
77,70858.34,31241.39,1599.786,3036.674,51306.19,16742.64,7264.932,14498.75,.4409496,at13
78,72084.24,30271.84,2263.4,5523.602,48808.14,16531.92,6864.551,13739.93,.419816,at13
79,73519.95,31280.25,2851.612,3949.74,51240.2,17430.92,6812.298,13849.33,.4256632,at13
80,75007.12,30757.64,2221.32,5636.519,51611.11,16110.97,6984.678,14646.67,.4100515,at13
