pctile,inc3_mean,tax_mean,transfer_mean,pubpension_mean,hil_mean,hxit_mean,hxits_mean,hsscer_mean,taxrate_mean,countryyear
51,42928.08,16651.83,1995.49,1273.61,32807.05,10327.27,6424.256,6324.559,.3878959,de10
52,43600.14,16331.52,2540.592,715.9858,33323.07,9925.637,6151.911,6405.879,.3745579,de10
53,44229.15,16107.48,2515.288,2499.51,32357.41,9861.729,5833.309,6245.756,.3641697,de10
54,44921.55,16907.69,2359.82,2719.06,33170.95,10478.15,6575.149,6429.537,.3763849,de10
55,45627.93,16904.37,2238.648,1654.374,34163.05,10417.65,6135.937,6486.721,.3704996,de10
56,46307.57,17192.89,2345.244,1096.323,34895.79,10523.06,6072.21,6669.832,.3712342,de10
57,47007.71,18140.29,2173.099,1179.562,36219.07,11202.79,6552.167,6937.496,.3858938,de10
58,47747.56,17491.32,3627.183,1219.214,35575,10682.83,5906.395,6808.492,.3663493,de10
59,48253.48,18567.88,1811.052,1909.435,36719.15,11592.02,6747.484,6975.864,.3848059,de10
60,48780.84,18919.35,2208.175,1420.616,37703.92,11674.94,6850.276,7244.415,.387846,de10
61,49473.7,19476.17,2380.297,938.4819,37239.62,12393.98,7092.215,7082.188,.393706,de10
62,50175.82,19644.35,1585.901,2730.477,38315.77,12317.93,7125.145,7326.422,.3914914,de10
63,50818.14,19021.59,2750.295,1448.701,37918.91,11757.54,6403.451,7264.044,.3742686,de10
64,51594,20146.19,2693.539,1907.278,39220.52,12735.32,6831.385,7410.875,.3905247,de10
65,52258.29,20843.62,2470.557,1533.311,39900.92,13296.05,7142.225,7547.568,.3988879,de10
66,52995.1,21683.58,1759.826,1084.957,41987.02,13789.11,7520.248,7894.469,.4091677,de10
67,53711.62,20910.44,2133.948,1357.496,41034.04,13236.62,6744.322,7673.815,.3892983,de10
68,54468.73,21368.68,1983.518,1384.172,42288.27,13414.43,7046.995,7954.254,.3923711,de10
69,55382.66,22663.99,2128.459,795.1141,43715.04,14466.18,7750.276,8197.808,.409214,de10
70,56193.22,22247.07,2259.143,912.8456,43682.34,14081.81,7387.879,8165.262,.395875,de10
71,56927.52,22619.97,2758.258,1314.947,43393.07,14485.31,7795.853,8134.657,.3973639,de10
72,57889.21,23924.67,1606.307,683.2719,46183.09,15246.03,8328.091,8678.639,.4133431,de10
73,58774.42,24386.42,1910.05,1480.455,46052.54,15719.35,8609.367,8667.065,.4148887,de10
74,59438.2,24580.94,2234.48,1235.771,46785.46,15960.31,8264.593,8620.624,.4135168,de10
75,60225.54,25128.08,1605.671,2160.427,46870.73,16358.13,8805.102,8769.951,.4172137,de10
76,61170.94,25643.91,1166.882,1145.469,48928.11,16501.73,8661.764,9142.173,.4192311,de10
77,62268.45,26677.63,1602.856,703.7369,49504.07,17518.05,8831.49,9159.587,.4284485,de10
78,63299.75,26352.48,2103.937,1354.51,48804.9,17445.65,8832.817,8906.833,.4163378,de10
79,64593.36,27105.26,1393.887,2086.385,50511.16,17822.76,9040.863,9282.499,.4196081,de10
80,65856.19,27456.73,2299.744,963.9673,52122.82,18311.83,8846.248,9144.905,.416914,de10
81,67144.46,28435.72,2025.257,1050.386,53278.78,18794.97,9154.061,9640.747,.4235005,de10
82,68661.11,29171.77,1928.227,1459.489,53993.96,19531.77,9354.196,9639.994,.4247853,de10
83,70338.8,29075.86,1737.844,2684.792,54439.96,19293.1,8939.658,9782.761,.4133371,de10
84,71772.91,30389.98,1581.742,1179.643,57747.46,20379.27,9370.294,10010.71,.423447,de10
85,73314.41,31043.75,1573.542,620.2233,59753.91,20845.46,9439.147,10198.29,.4234832,de10
86,75059.18,31320.01,2706.676,1480.87,58867.77,20947.67,9999.577,10372.34,.4173251,de10
87,76682.06,33132.09,1369.689,200.8532,63155.4,22030.15,9820.372,11101.94,.4319769,de10
88,78664.59,33117.25,2355.02,406.8028,62943.67,22594.49,9434.953,10522.76,.4209815,de10
89,80248.61,33013.72,1456.994,2553.22,62620.53,21993.39,9003.955,11020.34,.4113899,de10
90,82451.66,37165.03,1422.79,259.5761,68294.73,25422.94,11619.06,11742.09,.4507337,de10
91,85093.67,34928.13,2152.901,1518.273,67829.25,24258.57,9504.71,10669.56,.4105798,de10
92,87431.23,38315.53,1380.065,1239.278,70958.47,26585.74,10787.05,11729.79,.4381995,de10
93,90518.38,39369.11,1505.296,1383.255,73976.23,27228.7,11188.3,12140.42,.4349037,de10
94,94118.13,41141.45,1469.375,987.2469,77127.96,29115.76,10705.3,12025.68,.4371738,de10
95,99391.27,43796.71,1412.722,478.5183,82449.38,30732.05,11632.08,13064.67,.4408066,de10
96,105720,47276.7,1137.273,596.4582,87963.81,33872.62,12116.32,13404.07,.4471003,de10
97,114078,50613.36,1638.907,297.9223,95018.48,37097.36,11745.2,13516.01,.4435399,de10
98,125192.4,56465.33,1126.716,2038.899,104324.1,42359.45,13078.3,14105.88,.4511913,de10
99,147624.5,64995.27,2282.75,880.2455,122539.8,50367.59,12788.93,14627.67,.4399791,de10
100,227236.7,92949.83,1061.891,834.876,180747.6,78669.97,10847.53,14279.85,.4120427,de10
1,3112.389,218.5244,2004.207,72.49787,728.4146,0,0,218.5244,.0666552,de13
2,6613.937,522.0529,4073.391,344.6601,1625.23,92.31606,92.31606,429.7368,.0765564,de13
3,8496.502,628.5783,5474.426,616.8485,1883.344,154.0308,154.0308,474.5475,.0738741,de13
4,9661.166,679.3834,6460.171,954.4547,1762.639,267.143,267.143,412.2403,.070342,de13
5,10570.27,863.1512,6685.33,981.3799,2367.701,341.1655,341.1655,521.9858,.0814231,de13
6,11256.97,915.5567,7000.386,1299.682,2351.819,345.8727,342.8935,569.684,.0806097,de13
7,12095.56,1000.13,7170.22,1948.819,2328.162,468.5134,467.5743,531.6165,.0827381,de13
8,12929.71,1454.267,7042.248,1420.533,3611.051,679.0508,676.8943,775.2163,.1123433,de13
9,13646.51,1516.316,7198.109,1628.519,3896.742,679.376,665.5264,836.9398,.1109678,de13
10,14353.45,1779.725,7150.043,1731.511,4434.097,859.7865,834.3886,919.9381,.1238232,de13
11,15058.56,1903.612,7119.639,1749.123,4947.067,834.5082,819.96,1069.104,.1263452,de13
12,15838.9,2384.583,6577.13,1875.466,6025.39,1082.751,1058.805,1301.832,.1506572,de13
13,16556.34,2452.531,6657.574,2464.157,6090.111,1181.08,1154.377,1271.451,.1481499,de13
14,17263.65,2818.68,5603.508,3250.863,6774.468,1411.177,1349.713,1407.503,.1631834,de13
15,18038,3605.116,5583.232,2000.559,8767.015,1859.82,1702.542,1745.296,.1997645,de13
16,18773.97,3708.935,4756.27,3224.164,8795.903,1936.144,1788.222,1772.791,.197233,de13
17,19613.23,4216.313,4616.789,1877.757,10722.36,2058.372,1854.864,2157.942,.2148211,de13
18,20459.67,5104.857,4342.341,1063.697,12497.86,2644.476,2255.481,2460.381,.2493483,de13
19,21176.19,4852.779,4885.549,2877.999,11112.41,2661.643,2313.006,2191.137,.2292404,de13
20,21975.42,5264.928,4887.945,2233.917,12388.92,2802.762,2399.844,2462.166,.2396713,de13
21,22687.04,5688.243,5021.139,1910.05,13008.16,3124.969,2589.854,2563.274,.250679,de13
22,23270.29,5900.75,4631.033,2220.021,13642.08,3220.714,2647.75,2680.035,.2535687,de13
23,23911.56,6600.942,4222.929,1453.636,15014.47,3641.715,2949.574,2959.227,.276049,de13
24,24631.67,6475.661,4101.061,2397.427,14909.29,3539.107,2860.564,2936.554,.2628045,de13
25,25280.35,7179.838,3643.357,2007.543,16299.3,3968.486,3087.854,3211.352,.2839353,de13
26,26048.41,7564.796,3525.595,2271.444,16627.5,4303.842,3199.106,3260.954,.2905137,de13
27,26697.6,8114.674,3334.491,1600.104,18116.74,4568.936,3413.135,3545.739,.3040325,de13
28,27389.4,8477.239,3440.051,1198.112,18760.24,4813.667,3558.427,3663.572,.3095722,de13
29,27990.06,8554.987,3263.791,2017.168,18786.34,4876.45,3619.059,3678.537,.3055003,de13
30,28710.67,9030.76,3292.911,920.6828,20103.69,5107.017,3772.105,3923.743,.3144617,de13
31,29351.21,9387.261,2331.444,1930.55,20666.13,5338.371,3840.438,4048.889,.3199486,de13
32,29933.97,9628.896,2874.409,2706.757,20184.58,5653.953,4002.204,3974.942,.3215802,de13
33,30641.04,10263.15,2290.329,1984.991,21819.67,5969.051,4167.877,4294.095,.3349494,de13
34,31388.21,10246.94,2601.906,1839.331,22332.66,5865.599,4214.972,4381.337,.3263936,de13
35,32062.67,10751.23,2237.1,2237.666,22571.98,6328.571,4324.454,4422.658,.3352168,de13
36,32695.46,10727,3029.119,2552.736,22482.27,6324.838,4400.415,4402.167,.3280926,de13
37,33254.06,11516.13,2432.283,1686.387,24077.97,6811.153,4509.839,4704.972,.3462892,de13
38,33751.71,11893.51,2610.258,1941.358,23907.8,7247.127,4849.229,4646.385,.35234,de13
39,34307.59,11623.36,2099.775,2753.688,24409.44,6867.089,4666.379,4756.275,.3388212,de13
40,34896.07,12105.92,3300.233,1682.041,24795.35,7280.657,4850.044,4825.258,.3468715,de13
41,35498.05,12119.35,2437.957,2489.561,25046.89,7231.176,4725.391,4888.176,.3414918,de13
42,36068.51,13026.49,2428.516,1077.644,27017.75,7792.249,5095.733,5234.238,.3612024,de13
43,36680.67,13417.06,2006.968,1579.728,27403.42,8092.545,5153.242,5324.511,.3657948,de13
44,37253.93,13436.19,2303.796,2319.46,26780.58,8226.769,5368.415,5209.423,.3606346,de13
45,37907.95,13931.3,2775.377,420.2208,28822.5,8317.235,5168.794,5614.068,.3675564,de13
46,38562.68,13743.77,2483.496,1179.637,28660.42,8184.967,5194.958,5558.801,.3563824,de13
47,39159.89,14380.13,2227.317,2480.531,28567.28,8857.789,5565.854,5522.344,.3672291,de13
48,39861.83,14109.09,2365.498,2045.083,29359.9,8416.06,5125.79,5693.032,.3539105,de13
49,40412.55,15144.76,1435.229,2296.762,30235.56,9295.405,5651.245,5849.352,.3746864,de13
50,41021.16,14594.79,1972.567,1976.316,30606.82,8645.178,5304.191,5949.615,.3558095,de13
51,41842.58,15814.83,2270.312,998.6763,32085.61,9660.064,5740.804,6154.761,.3779297,de13
52,42539.16,16193.95,2389.029,1080.86,32405.74,9963.582,6028.31,6230.371,.3807018,de13
53,43065.72,15989.94,2201.259,2210.296,31650.5,9924.931,5735.469,6065.009,.3713062,de13
54,43563.09,16663.52,1947.517,1248.215,33519.96,10191.78,5865.496,6471.739,.3825028,de13
55,44093.07,16999.36,2531.604,493.6886,33908.77,10519.17,6289.8,6480.182,.3855843,de13
56,44774.05,17514.46,1895.927,1231.733,34705.63,10835.23,6429.993,6679.238,.3911125,de13
57,45554.77,17712.91,2201.929,1227.759,34579.22,11061.6,6577.694,6651.308,.3888209,de13
58,46339.69,18436,1735.339,834.0999,36384.41,11492.42,6537.123,6943.583,.3978668,de13
59,47111.2,18231.13,2545.327,1225.577,36119.38,11373.76,6045.286,6857.376,.3870651,de13
60,47815.91,18237.27,3182.54,253.3564,37025.48,11294.51,6221.754,6942.751,.3813972,de13
61,48510.34,18874.59,1523.822,1034.508,37532.15,11614.33,6494.349,7260.256,.3890896,de13
62,49196.42,19282.39,2685.323,524.5905,37927.39,11994.22,7008.249,7288.164,.3919328,de13
63,49857.11,19741.86,2423.421,424.7407,39086.24,12291,6809.845,7450.855,.3960219,de13
64,50570.08,20306.27,1328.284,1117.646,39275.7,12822.95,7264.872,7483.312,.4015223,de13
65,51285.34,20634.67,2207.656,493.871,40497.87,12879.47,7234.067,7755.203,.4023447,de13
66,52016.59,20336,2067.33,1124.387,40573.14,12713.43,6654.793,7622.567,.39095,de13
67,52838.87,20467.46,2704.42,2528.365,39229.64,12990.37,7142.23,7477.093,.3873099,de13
68,53644.55,21886.28,2066.652,765.9572,42101.27,13890.47,7536.625,7995.807,.4079641,de13
69,54445.52,22176.88,1840.312,1194.933,42356.99,14195.15,7305.489,7981.739,.4073669,de13
70,55310.65,22086.46,1826.175,1233.153,43076.71,14124.81,7348.9,7961.655,.3992968,de13
71,56237.44,22701.66,2225.5,1685.718,43454.56,14655.91,7835.831,8045.751,.4036592,de13
72,57193.32,23098.14,1969.412,1591.331,44536.34,15016.4,7683.141,8081.744,.4038478,de13
73,58196.93,23787.11,1588.523,1450.96,45795.54,15226.36,7681.604,8560.742,.4087719,de13
74,59387.35,24995.97,1595.72,677.4201,47363,16217.74,8454.059,8778.236,.4209064,de13
75,60304.05,25272.77,1554.927,1062.866,47553.58,16399.93,8346.655,8872.839,.4190945,de13
76,61367.89,26083.75,1296.707,1116.839,49091.71,16931.66,8782.199,9152.087,.4250589,de13
77,62506.64,25982.74,1668.725,1678.388,49542.96,16968.24,8297.722,9014.499,.4156913,de13
78,63748.88,27181.04,1845.078,771.5608,50824.4,17851.91,8593.064,9329.134,.4263176,de13
79,64793.58,26879.07,1599.252,1309.449,51467.03,17464.71,8520.112,9414.36,.4148788,de13
80,65942.56,28222.38,1487.442,486.4899,53263.87,18521.73,9212.815,9700.644,.4279919,de13
81,67002.62,27801.52,1241.12,2186.568,52187.68,18308.28,8393.901,9493.238,.4149438,de13
82,68217.34,28962.65,1388.667,1488.473,54834.06,19280.01,8805.414,9682.638,.4245534,de13
83,69478.55,30034.55,1786.358,690.7461,55951.81,20100.67,9584.848,9933.884,.4322759,de13
84,70965.4,30151.29,1869.627,351.6396,57996.59,20298.83,8634.783,9852.46,.4248595,de13
85,72743.3,31379.78,1508.097,1587.7,58100.39,20927.93,9492.677,10451.85,.4314153,de13
86,74451.45,32931.51,1135.563,222.7229,61485.6,22301.04,9619.075,10630.47,.4423128,de13
87,76153.86,33125.2,1563.945,575.8306,61351.48,22240.64,10463.33,10884.56,.4349621,de13
88,78144.3,34126.04,1677.194,797.5886,63547.11,22995.71,9727.41,11130.32,.4367806,de13
89,80410.48,35566.73,1403.563,843.5925,64757.65,24389.56,10596.26,11177.16,.4423345,de13
90,82819.87,35785.36,1647.099,1903.494,66552.02,24631.9,10291.36,11153.47,.4319985,de13
91,85250.23,37089.82,1610.574,548.0886,69622.21,25674.71,10460.95,11415.12,.4350609,de13
92,88211.2,38831.36,1211.276,3183.577,70720.09,27146.57,10866.24,11684.79,.4401148,de13
93,92377.95,40471.04,1255.835,199.2454,75961.44,27719.7,11615.08,12751.34,.4382702,de13
94,95695.74,42681.61,1133.921,793.9694,78889.15,30539.3,11259,12142.31,.4460708,de13
95,100891.8,43414.84,1318.589,5528.513,80669.95,31557.59,10824.63,11857.25,.4304126,de13
96,107856.6,48291.72,944.7888,401.0554,87337.05,34272.29,12182.62,14019.44,.4478108,de13
97,114901.9,49973.29,1429.999,728.1892,95090.55,36579.58,11133.81,13393.71,.4349814,de13
98,125389.9,56494.61,1019.09,962.3268,105181.5,42785.88,13097.56,13708.73,.4505348,de13
99,146782.5,67234.52,1451.431,522.6626,123169.1,51509.47,13422.72,15725.05,.4582383,de13
100,254017.9,102764.2,1364.974,512.9572,194655.4,89653.63,9379.173,13110.57,.4095547,de13
1,3014.768,273.3851,1667.248,36.23553,912.7115,0,0,273.3851,.0774879,de15
2,6305.033,351.341,4572.013,254.5779,1073.381,64.08279,64.08279,287.2582,.0548544,de15
3,7899.656,716.977,4542.036,583.9643,2183.289,183.5716,183.5716,533.4054,.0911848,de15
4,9177.332,676.2195,5964.767,813.4331,1915.315,215.8784,215.8784,460.341,.0737902,de15
5,10037.93,987.3973,5916.751,670.1638,2612.298,375.6221,375.6221,611.7752,.0980319,de15
6,10746.4,752.4545,7014.147,1205.484,2020.075,291.7222,282.2596,460.7324,.0700489,de15
7,11542.74,911.2054,7260.548,1213.991,2417.814,367.7865,366.8054,543.4189,.0790486,de15
8,12460.01,1398.874,6364.181,1722.96,3363.25,659.8397,659.6937,739.0346,.1120221,de15
9,13230.34,1444.157,8126.55,602.1618,3673.37,665.1829,652.71,778.9745,.108779,de15
10,14041.56,1753.55,7023.079,1414.164,4531.022,798.1259,788.9479,955.4241,.1248707,de15
11,14655.87,1692.429,8279.469,1199.604,4251.028,797.6791,793.9628,894.7498,.1152741,de15
12,15334.82,2229.686,5998.98,2436.2,5494.275,1066.477,1054.015,1163.209,.145188,de15
13,16158.47,2753.64,5954.023,1782.283,6821.087,1330.055,1283.356,1423.585,.1704539,de15
14,16829.69,2823.5,5943.239,3120.349,6403.979,1532.767,1396.409,1290.732,.168397,de15
15,17516.96,2739.482,6489.054,3024.913,6437.714,1406.916,1349.431,1332.566,.1561017,de15
16,18299.37,3251.728,7279.13,1170.93,8153.756,1617.113,1556.879,1634.615,.1780485,de15
17,18943.92,3353.542,6276.788,2937.588,8078.82,1757.875,1654.162,1595.667,.1769418,de15
18,19815.63,4014.088,5839.334,2691.402,9320.09,2159.124,1950.291,1854.964,.2024253,de15
19,20776.99,4634.273,4892.531,2303.15,11178.11,2400.438,2144.622,2233.835,.2231655,de15
20,21594.75,5444.408,4556.578,1541.059,12783.76,2884.986,2502.95,2559.422,.2520838,de15
21,22313.64,5810.527,3628.62,3371.128,12857.01,3247.327,2668.454,2563.2,.2603066,de15
22,22983.34,5350.547,4605.82,3333.657,12311.11,2930.372,2483.583,2420.175,.2327191,de15
23,23735.22,6112.918,4199.604,3316.479,13469.34,3465.244,2839.481,2647.675,.257523,de15
24,24585.79,6587.085,4400.853,1941.115,15136.47,3621.119,2887.394,2965.967,.2678992,de15
25,25325.38,6748.102,4337.896,2848.769,15078.36,3750.307,2938.689,2997.795,.266417,de15
26,25972.94,7727.58,3377.489,2250.754,16905.14,4413.969,3459.721,3313.611,.29756,de15
27,26637.17,7806.797,2799.284,2745.959,17388.83,4377.15,3425.222,3429.647,.2930117,de15
28,27370.5,8301.978,3013.038,1920.922,18558.4,4678.869,3453.063,3623.108,.303228,de15
29,28304.65,8941.845,3393.016,1686.744,19359.24,5134.412,3734.911,3807.433,.3159712,de15
30,29034.43,9083.685,2817.2,2349.22,19870.47,5177.7,3844.906,3905.984,.3128519,de15
31,29877.83,10174.24,2401.559,1565.061,21545.59,5971.922,4223.631,4202.313,.3404352,de15
32,30742.21,10500.68,2576.241,999.6072,22965.9,5976.399,4192.95,4524.286,.3415138,de15
33,31329.14,10450.97,2496.088,1570.229,22536.57,6013.227,4252.254,4437.747,.3336196,de15
34,31980.69,10451,2828.187,2508.218,21925.1,6151.588,4417.918,4299.408,.3269104,de15
35,32547.55,10271.88,3104.556,3536.235,21448.36,6080.378,4202.548,4191.502,.3157104,de15
36,33139.37,11343.08,2364.196,2284.557,23400.26,6771.97,4413.769,4571.108,.3422616,de15
37,33736.57,11562.65,2744.779,2335.641,23640.95,6937.825,4705.931,4624.821,.342667,de15
38,34323.96,11744.35,1870.324,2978.382,24341.68,6971.366,4724.933,4772.987,.3420314,de15
39,35025.56,12197.17,2220.165,2000.096,25459.58,7222.955,4939.539,4974.219,.3481975,de15
40,35586.26,12334.91,2758.307,2298.005,24721.47,7520.145,4817.605,4814.761,.3466026,de15
41,36255.47,13087.57,1819.449,2347.276,26561.27,7906.563,5290.604,5181.009,.3609769,de15
42,36966.36,13420.79,2885.532,1324.754,27282.57,8106.404,5264.732,5314.391,.3629822,de15
43,37623.7,13223.72,2374.204,1827.045,27051.78,7981.617,4956.331,5242.106,.351439,de15
44,38424.6,13844.59,2115.192,2296.418,28327.01,8314.385,5487.792,5530.209,.3603837,de15
45,39059.37,14466.35,2477.533,937.9972,29761.38,8681.234,5481.921,5785.116,.3704039,de15
46,39686.83,14820.54,2654.387,1098.605,30010.28,8991.766,5637.56,5828.773,.3734683,de15
47,40327.55,14855.37,2220.945,2099.404,29828.34,9088.964,5585.886,5766.401,.3683266,de15
48,41066.32,15625.66,1716.989,1792.515,30855.32,9644.526,5973.236,5981.13,.3805035,de15
49,41708.35,15470.13,1460.795,3694.862,30226.9,9614.151,6024.232,5855.977,.3709446,de15
50,42548.02,16323.11,2325.717,377.6035,33154.84,9917.786,5951.56,6405.326,.3836351,de15
51,43209.1,15918.59,2510.486,1367.558,32563.97,9642.507,5727.083,6276.087,.3683734,de15
52,43832.38,15968.92,2712.951,2803.987,31329.87,9916.157,5973.258,6052.767,.3643808,de15
53,44513.91,17201.38,1745.893,917.7637,34159.96,10592.32,6473.243,6609.06,.3864509,de15
54,45056.31,17312.52,2131.418,440.5664,35193.11,10521.13,6211.673,6791.392,.3842276,de15
55,45675.04,17379.29,1967.156,1800.922,34643.77,10693.14,6388.58,6686.145,.3804111,de15
56,46271.43,18279.57,2591.282,599.7162,35391.21,11449.03,6645.927,6830.543,.3950929,de15
57,46845.57,18090.15,2309.909,1601.92,35331.59,11321.83,6983.866,6768.314,.3862528,de15
58,47513.91,18026.76,2869.685,2881.016,34859.38,11365.8,6469.09,6660.959,.3794085,de15
59,48250.08,18926.1,2396.076,1069.561,36814.56,11838.21,7001.919,7087.89,.3922358,de15
60,48911.95,18809.28,1977.935,2616.101,36701.97,11729.76,6814.484,7079.509,.38459,de15
61,49615.5,20197.99,1828.733,737.7151,39214.59,12648.3,7286.939,7549.688,.407079,de15
62,50388.66,20107.58,1942.467,1049.873,39355.82,12660.78,7005.185,7446.803,.3990763,de15
63,51166,20548.77,2066.212,851.4506,39805.93,13024.86,7174.972,7523.909,.4016018,de15
64,51932.96,20838.54,1769.25,360.9103,41347.57,13102.08,7017.368,7736.461,.4012255,de15
65,52743.77,21378,2031.093,1001.425,41011.97,13581.72,7631.653,7796.272,.4053329,de15
66,53451.36,21267.06,2082.58,418.4266,41896.71,13349.49,7196.176,7917.577,.3978413,de15
67,54278.96,22101.46,2248.379,1026.619,42663.28,14078.92,7595.39,8022.536,.40724,de15
68,55041.23,23126.68,1446.959,1195.005,43575.98,14771.42,8067.582,8355.258,.4201154,de15
69,55732.66,22891.36,2007.778,565.5152,43957.01,14614.8,8023.096,8276.558,.4107795,de15
70,56348.68,23073.71,2221.131,267.6498,44201.04,14750.43,7520.328,8323.281,.4094906,de15
71,57162.7,23570.94,1833.723,880.9285,45413.67,15105.47,8325.643,8465.468,.4123491,de15
72,58223.44,23919.51,1386.323,1933.52,45066.93,15412.99,8036.569,8506.518,.4108066,de15
73,59150,24773.27,2253.383,586.1639,46708.41,15979.7,8254.978,8793.563,.4187602,de15
74,60293,24484.82,1801.276,1341.092,46845.18,15722.21,8029.99,8762.612,.4061011,de15
75,61326.31,26231.23,1306.183,778.3944,49003.47,17104.24,8721.081,9126.99,.4277318,de15
76,62239.07,26167.55,1556.681,1203.982,49320.54,17069,8864.896,9098.555,.4204563,de15
77,63264.9,25803.42,1889.576,1520.978,48731.21,16702.36,8272.079,9101.06,.4079614,de15
78,64535.19,27681.15,1517.425,939.4144,51545.79,17967.64,9375.987,9713.509,.4289302,de15
79,65655.54,27735.91,1102.447,1213.11,52589.85,18049.84,8743.701,9686.072,.4224426,de15
80,66710.68,28856.46,1555.357,1396.401,53175.36,19051.93,9305.151,9804.526,.4325928,de15
81,68091.54,29690.33,1658.788,848.4903,54875.65,19641.31,9644.473,10049.01,.436008,de15
82,69517.57,28733.41,1946.434,1357.75,54172.81,19096.39,8340.429,9637.019,.4133881,de15
83,71110.32,30471.2,1430.284,1866.881,56312.7,20192.56,9797.024,10278.64,.4285371,de15
84,72435.02,31916.21,1636.516,475.0327,58693.71,21497.13,9877.197,10419.08,.4406283,de15
85,73988.21,31314.38,1975.5,281.6119,59331.43,20842.61,9204.941,10471.76,.4231792,de15
86,76197.49,33379.69,1072.576,1541.076,60861.49,22633.51,10558.4,10746.17,.4381212,de15
87,78259.67,33022.19,2370.044,1623.537,61868.91,22527.13,9358.535,10495.06,.4219893,de15
88,80364.58,35544.01,956.8118,2740.394,63689.17,24037.78,10904.65,11506.23,.442319,de15
89,82277.39,35719.63,1720.096,929.0986,66369.15,24032.7,10194.89,11686.92,.4340606,de15
90,84502.07,37726.11,1327.442,350.244,69440.71,25784.96,10956.49,11941.16,.4464467,de15
91,86702.02,37950.12,1778.453,1688.131,70240.7,26382.07,10193,11568.05,.4377108,de15
92,89247.66,40234.93,1196.606,146.9389,74122.95,27385.5,12623.86,12849.43,.450805,de15
93,92508.77,41286.56,1494.768,706.178,77090.05,29101.26,11441.01,12185.3,.4463066,de15
94,95962.49,42336.41,1477.533,833.646,78061.19,29486.47,11095.9,12849.93,.4411627,de15
95,101184.3,44722.8,1486.791,440.8317,82737.23,31826.29,11147.98,12896.52,.4419904,de15
96,107317.9,47422.16,1216.036,1856.831,87614.27,34217.51,11283.13,13204.65,.4420766,de15
97,116042.3,52638.32,1125.873,1471.227,95247.35,38454.83,12723.94,14183.49,.4536079,de15
98,127709.2,56590.08,1214.811,1000.428,106582.8,42820.28,11834.1,13769.8,.442958,de15
99,149250.6,64444.32,1040.45,191.5182,123920.2,50802.99,11025.91,13641.33,.4320722,de15
100,273883.8,114996,1069.137,3325.711,211722.1,100952.6,10661.03,14043.4,.4266887,de15
1,5689.386,1278.211,3692.866,179.2746,1670.755,1138.343,33.74506,139.868,7.179121,dk00
2,10459.65,2054.502,5910.901,738.1871,3508.321,1881.658,57.48443,172.8434,.1962198,dk00
3,12899.59,2909.936,8092.577,838.6259,3727.553,2762.652,58.36509,147.2836,.2257365,dk00
4,14334.39,3096.139,9140.565,913.1289,4082.526,2945.231,62.33252,150.9085,.2160821,dk00
5,15514.64,3466.655,9317.631,976.1173,5029.144,3309.932,75.58564,156.7229,.2233411,dk00
6,16513.46,3720.817,9462.196,1931.043,4917.327,3577.82,70.77905,142.9977,.2253309,dk00
7,17357.97,4019.391,9988.704,1605.08,5525.326,3866.076,83.3618,153.315,.2314961,dk00
8,18156.56,4256.362,8567.31,3657.782,5712.522,4112.899,81.8228,143.4628,.2344671,dk00
9,18817.26,4435.184,9257.358,3279.386,6032.492,4287.546,89.72376,147.638,.2356632,dk00
10,19471.85,4683.772,8427.102,3683.458,7049.96,4531.316,98.95813,152.4558,.2405217,dk00
11,20123.77,4946.82,8754.086,3403.265,7761.647,4779.49,112.3932,167.3302,.245761,dk00
12,20771.1,5098.419,8327.871,4042.833,8166.811,4925.141,115.1293,173.278,.2455363,dk00
13,21395.7,5409.341,8595.246,3871.964,8553.545,5242.785,119.0644,166.5567,.2528392,dk00
14,22011.46,5652.035,8127.908,3650.398,9917.175,5468.596,137.2858,183.4393,.256797,dk00
15,22652.42,5928.984,7433.892,4188.143,10681.27,5735.679,148.0874,193.3052,.2617886,dk00
16,23290.11,6176.209,5949.935,5703.257,11388.08,5981.362,157.2837,194.8475,.2652042,dk00
17,23909.79,6501.126,6982.168,3234.452,13285.23,6281.225,184.9634,219.9013,.2719184,dk00
18,24546,6765.199,6407.196,3719.505,13985.83,6542.057,192.7843,223.1425,.2756367,dk00
19,25173.03,7025.416,6175.579,3577.404,15035.8,6793.07,205.7928,232.3455,.279091,dk00
20,25796.36,7218.886,5860.069,3727.4,15671.55,6987.752,213.1089,231.1338,.2798484,dk00
21,26384.16,7531.123,5598.424,3024.244,17366.85,7285.738,232.7614,245.3842,.2854132,dk00
22,26970.22,7721.304,5769.696,3524.906,17231.14,7478.838,234.3535,242.466,.2862412,dk00
23,27552.68,7950.642,5858.977,3427.687,17896.76,7706.872,244.5285,243.7692,.2885495,dk00
24,28098.22,8124.636,5357.438,3291.758,18885.06,7873.861,256.6769,250.7748,.2891516,dk00
25,28640.69,8393.442,5439.643,2787.844,19864.02,8134.138,268.0078,259.3044,.2930545,dk00
26,29205.67,8730.71,5501.144,2264.552,21011.92,8470.14,281.5249,260.5706,.2989446,dk00
27,29728.15,8908.735,5135.093,2250.337,21958.72,8640.26,297.1607,268.4751,.2996691,dk00
28,30214.36,9346.34,4690.09,2273.488,22799.69,9078.184,307.1765,268.1563,.3093298,dk00
29,30708.59,9447.465,4940.224,2238.398,23232.36,9171.62,312.5799,275.8447,.3076345,dk00
