countryyear,decile,inc1_mean_inc1,inc1_min_inc1,inc1_max_inc1,transfer_mean_inc1,transfer_min_inc1,transfer_max_inc1,tax_mean_inc1,tax_min_inc1,tax_max_inc1,inc2_mean_inc2,inc2_min_inc2,inc2_max_inc2,transfer_mean_inc2,transfer_min_inc2,transfer_max_inc2,tax_mean_inc2,tax_min_inc2,tax_max_inc2,inc3_mean_inc3,inc3_min_inc3,inc3_max_inc3,transfer_mean_inc3,transfer_min_inc3,transfer_max_inc3,tax_mean_inc3,tax_min_inc3,tax_max_inc3,inc4_mean_inc4,inc4_min_inc4,inc4_max_inc4,transfer_mean_inc4,transfer_min_inc4,transfer_max_inc4,tax_mean_inc4,tax_min_inc4,tax_max_inc4,inc3_SSER_mean_inc3_SSER,inc3_SSER_min_inc3_SSER,inc3_SSER_max_inc3_SSER,transfer_mean_inc3_SSER,transfer_min_inc3_SSER,transfer_max_inc3_SSER,tax_mean_inc3_SSER,tax_min_inc3_SSER,tax_max_inc3_SSER,inc3_SSEE_mean_inc3_SSEE,inc3_SSEE_min_inc3_SSEE,inc3_SSEE_max_inc3_SSEE,transfer_mean_inc3_SSEE,transfer_min_inc3_SSEE,transfer_max_inc3_SSEE,tax_mean_inc3_SSEE,tax_min_inc3_SSEE,tax_max_inc3_SSEE
at04,D01,25.45134602542174,0,93.7464599609375,1799.00854964635,0,29548.455078125,4543.090236930213,-1127.86962890625,162204.46875,7507.900969411495,0,13828.9609375,5406.473757725764,0,29548.455078125,1103.015630824091,-1127.86962890625,8673.5859375,12034.73322979928,0,17375.658203125,3457.409266143277,0,17012.9453125,1038.635779161746,-1127.86962890625,16271.48828125,10779.21656117095,0,14672.0009765625,3225.701822147406,0,14412.3955078125,1638.158464422953,-1127.86962890625,20473.982421875,12034.73322979928,0,17375.658203125,3457.409266143277,0,17012.9453125,1038.635779161746,-1127.86962890625,16271.48828125,12034.73322979928,0,17375.658203125,3457.409266143277,0,17012.9453125,1038.635779161746,-1127.86962890625,16271.48828125
at04,D02,837.1338372959102,94.14925384521484,3946.38525390625,1396.582699247987,-.0078125,25554.796875,5959.335214370715,-584.2171020507813,54777.5703125,16734.24004465548,13830.3203125,19279.1640625,3594.113443094429,0,14246.3193359375,3206.457668835571,-580.1411743164063,16271.48828125,20144.2841343103,17379.779296875,22450.369140625,3181.977817302088,0,20374.23046875,3205.727040708372,-580.1411743164063,9007.8125,16712.67176518826,14673.359375,18515.607421875,3136.725835641753,0,18659.62109375,3681.254699614091,-948.2174682617188,23128.203125,20144.2841343103,17379.779296875,22450.369140625,3181.977817302088,0,20374.23046875,3205.727040708372,-580.1411743164063,9007.8125,20144.2841343103,17379.779296875,22450.369140625,3181.977817302088,0,20374.23046875,3205.727040708372,-580.1411743164063,9007.8125
at04,D03,10257.17164960261,3962.914794921875,14906.998046875,3936.005587535594,0,28094.048828125,3814.580965306515,-948.2174682617188,49268.87890625,21632.40426090163,19310.203125,24016.7734375,3160.566678713602,0,19564.478515625,4669.398916987037,-905.21337890625,13052.49609375,24802.60633347331,22452.95703125,27004.224609375,3349.970397576984,0,25554.796875,4605.516399599432,-905.21337890625,14677.435546875,20025.29274628017,18522.3984375,21533.8359375,3158.65486333985,0,25554.796875,5040.414217167156,-580.1411743164063,15049.0244140625,24802.60633347331,22452.95703125,27004.224609375,3349.970397576984,0,25554.796875,4605.516399599432,-905.21337890625,14677.435546875,24802.60633347331,22452.95703125,27004.224609375,3349.970397576984,0,25554.796875,4605.516399599432,-905.21337890625,14677.435546875
at04,D04,17938.57924917468,14926.5693359375,20661.91796875,3951.056336346893,0,14135.134765625,4950.017283639997,-580.1411743164063,17483.796875,26153.67898388098,24024.392578125,28318.904296875,2953.901582303447,0,24887.10546875,6046.466709037964,-107.3329086303711,14677.435546875,29025.62935942386,27018.912109375,30974.671875,2925.893752854332,0,29548.455078125,5968.631165412827,-104.6156158447266,13052.49609375,22857.79379355788,21536.078125,24169.45703125,3026.075660832919,0,22825.224609375,6374.870396663811,-905.21337890625,29346.71875,29025.62935942386,27018.912109375,30974.671875,2925.893752854332,0,29548.455078125,5968.631165412827,-104.6156158447266,13052.49609375,29025.62935942386,27018.912109375,30974.671875,2925.893752854332,0,29548.455078125,5968.631165412827,-104.6156158447266,13052.49609375
at04,D05,23299.39399671625,20669.30078125,25875.380859375,3559.30884280476,0,19564.478515625,6646.086912805349,-905.21337890625,23583.42578125,30427.74637594796,28342.767578125,32731.23046875,2375.068499324952,-.001953125,19251.599609375,7231.975105062258,0,15049.0244140625,33066.09748562997,30981.828125,35270.40625,2724.837631273295,-.001953125,25460.99609375,7309.472626287166,-107.3329086303711,20473.982421875,25667.14765382067,24170.41796875,27143.8046875,2750.528316207805,-.001953125,15201.8720703125,7660.920251448552,0,29550.515625,33066.09748562997,30981.828125,35270.40625,2724.837631273295,-.001953125,25460.99609375,7309.472626287166,-107.3329086303711,20473.982421875,33066.09748562997,30981.828125,35270.40625,2724.837631273295,-.001953125,25460.99609375,7309.472626287166,-107.3329086303711,20473.982421875
at04,D06,28619.37777734417,25895.08203125,31352.37890625,3208.541947763307,0,17457.685546875,8073.348941920141,-107.3329086303711,57599.16796875,35284.08944192972,32731.275390625,37822.1484375,2075.892319144714,0,42919.1953125,8737.045546254245,-1322.521484375,20473.982421875,37514.10227418309,35292.1484375,39917.65234375,2349.553355552225,-.001953125,28094.048828125,8755.823353962885,-1322.521484375,16725.90234375,28601.88741287842,27165.03125,30146.974609375,2541.621717140192,0,29548.455078125,9282.372077953531,0,32856.16796875,37514.10227418309,35292.1484375,39917.65234375,2349.553355552225,-.001953125,28094.048828125,8755.823353962885,-1322.521484375,16725.90234375,37514.10227418309,35292.1484375,39917.65234375,2349.553355552225,-.001953125,28094.048828125,8755.823353962885,-1322.521484375,16725.90234375
at04,D07,34585.16701232473,31368.380859375,37969.796875,2421.422062111184,0,42919.1953125,10093.52574891601,-1322.521484375,28735.42578125,40565.98702910775,37832.62890625,43713.0234375,1747.176025220187,-.00390625,17118.919921875,10429.54297984237,-54.76028060913086,23128.203125,42624.52681334715,39923.2421875,45627.8046875,2385.974459764324,-.00390625,19564.478515625,10447.30782586582,-54.76028060913086,23128.203125,31948.88739318233,30150.5078125,33860.81640625,2102.22493730303,0,28094.048828125,10410.48410163702,-104.6156158447266,26251.30859375,42624.52681334715,39923.2421875,45627.8046875,2385.974459764324,-.00390625,19564.478515625,10447.30782586582,-54.76028060913086,23128.203125,42624.52681334715,39923.2421875,45627.8046875,2385.974459764324,-.00390625,19564.478515625,10447.30782586582,-54.76028060913086,23128.203125
at04,D08,41843.17423417322,37972.3125,46182.35546875,2230.555576813028,0,27191.841796875,12374.12584052888,-54.76028060913086,60732.40625,47683.52180466235,43744.3984375,52035.7109375,1525.871004507512,0,23061.76171875,13192.73447672383,2298.826171875,27329.130859375,49273.08012907306,45635.50390625,53701.578125,1849.794381854331,0,24887.10546875,13250.51915309814,2365.39990234375,29346.71875,36444.52094392811,33876.4375,39449.49609375,1919.375899033989,-.00390625,24887.10546875,12996.62311655718,-135.8644409179688,41796.16796875,49273.08012907306,45635.50390625,53701.578125,1849.794381854331,0,24887.10546875,13250.51915309814,2365.39990234375,29346.71875,49273.08012907306,45635.50390625,53701.578125,1849.794381854331,0,24887.10546875,13250.51915309814,2365.39990234375,29346.71875
at04,D09,52496.9371732877,46193.23046875,60700.28515625,1476.955645937589,0,18978.10546875,16576.03565958128,-12920.7080078125,58884.59375,58416.07987092529,52053.7421875,66769.21875,1356.188940280678,0,27191.841796875,16776.59425449078,-12920.7080078125,32856.16796875,59983.25852604427,53723.515625,68030.5234375,1627.992137569268,0,18916.13671875,16802.30859213747,-12920.7080078125,32856.16796875,43306.6790321739,39478.33984375,48783.46875,1946.733935444947,0,19251.599609375,16176.58996703494,-1322.521484375,51873.04296875,59983.25852604427,53723.515625,68030.5234375,1627.992137569268,0,18916.13671875,16802.30859213747,-12920.7080078125,32856.16796875,59983.25852604427,53723.515625,68030.5234375,1627.992137569268,0,18916.13671875,16802.30859213747,-12920.7080078125,32856.16796875
at04,D10,86973.77482563195,60726.265625,336318.84375,1600.521338147203,0,34653.58203125,29178.72722859469,19.02102088928223,151312.25,96195.16123772603,66777.375,407852.8125,1379.73421863054,-.0078125,34653.58203125,30817.79193560646,1232.586669921875,162204.46875,97771.02458358405,68071.4765625,407852.8125,1725.467202406996,-.0078125,42919.1953125,30849.55606157461,1232.586669921875,162204.46875,67622.27990771941,48832.71875,245648.34375,1772.758198870601,-.0078125,42919.1953125,28949.05576810418,-12920.7080078125,162204.46875,97771.02458358405,68071.4765625,407852.8125,1725.467202406996,-.0078125,42919.1953125,30849.55606157461,1232.586669921875,162204.46875,97771.02458358405,68071.4765625,407852.8125,1725.467202406996,-.0078125,42919.1953125,30849.55606157461,1232.586669921875,162204.46875
