countryyear,hhaa_inc1_mean,hhaa_inc2_mean,hhaa_inc3_mean,hhaa_inc4_mean,hhaa_dhi_mean,hhaa_transfer_mean,hhaa_tax_mean,hhaa_allpension_mean,hhaa_pubpension_mean,hhaa_pripension_mean,hhaa_inc1_gini,hhaa_inc2_gini,hhaa_inc3_gini,hhaa_inc4_gini,hhaa_dhi_gini,hhaa_transfer_conc_inc1,hhaa_transfer_conc_inc2,hhaa_transfer_conc_inc3,hhaa_transfer_conc_inc4,hhaa_tax_conc_inc1,hhaa_tax_conc_inc2,hhaa_tax_conc_inc3,hhaa_tax_conc_inc4,hxits_mean,hsscee_mean,hsscer_mean,hssc_mean,hxits_conc_inc3,hsscee_conc_inc3,hsscer_conc_inc3,hssc_conc_inc3,inc1_mean,inc2_mean,inc3_mean,inc4_mean,dhi_mean,transfer_mean,tax_mean,allpension_mean,pubpension_mean,pripension_mean,allpension_conc_inc1,allpension_conc_inc2,allpension_conc_inc3,allpension_conc_inc4,pubpension_conc_inc1,pubpension_conc_inc2,pubpension_conc_inc3,pubpension_conc_inc4,pripension_conc_inc1,pripension_conc_inc2,pripension_conc_inc3,pripension_conc_inc4,inc1_gini,inc2_gini,inc3_gini,inc4_gini,dhi_gini,transfer_conc_inc1,transfer_conc_inc2,transfer_conc_inc3,transfer_conc_inc4,tax_conc_inc1,tax_conc_inc2,tax_conc_inc3,tax_conc_inc4,year,country,tax_kakwani,transfer_kakwani,hhaa_tax_kakwani,hhaa_transfer_kakwani,most_recent_year
cz02,19377.52319958776,20352.97902312797,21440.25921948861,13465.31828958892,13681.63935592432,1087.280189659114,7974.940922339581,975.4558286611158,969.2885254180123,6.167303712216094,.3820447508629201,.3527043222337998,.3143659046037616,.263807270832418,.2578320715058209,-.399443450615285,-.4283240495826419,-.3758194342704306,-.3438225841661982,.4105607074956075,.405841123617127,.4058022692159087,.3884483886333553,1190.15321016833,0,4187.315302642669,5377.468518019975,.4441339920011682,,.4651153267300451,.4604716918204885,16330.08696292694,18677.53731479706,19610.3489386961,12878.63197713608,13091.37231382851,932.8116246710555,6731.716963186472,2347.450354997698,2336.234079565298,11.21627587921177,-.4844343438685516,-.261590003452766,-.3130711409057264,-.1126721548428678,-.4865178902014456,-.265761090048503,-.3175177658191621,-.116582673953991,-.0504532184361196,.6072040647136239,.6131148437121463,.7018484530636947,.4752629479569634,.3679011509714685,.3350689820951123,.2610083679245228,.2554909897353485,-.2460810880660597,-.3611411468633453,-.2788502623720794,-.2966837214207049,.4998745736040286,.4856477740580592,.4900690271426821,.4507833701402068,2002,Czech Republic,.15500005,-.72904229,.091436364,-.78102839,0
cz04,21662.05417881507,22644.75495300078,23815.26294962068,14664.13250646842,14905.27664966624,1170.508013077277,9151.130461809276,982.7007856904874,976.9260661044528,5.774719424696972,.3848947978835698,.3599676546932173,.3239210640486283,.2768869828800641,.2712057230958583,-.378728260892198,-.4022026086109921,-.3423098638980783,-.3029752797594409,.4100240060659627,.4057188616189073,.4050928005832361,.388549739323275,1315.193506750355,0,4658.021987215278,5973.215491205896,.4392272675934499,,.4660266419908424,.4601259063458383,18138.19159966627,20757.11275413109,21725.40316553218,14059.62023337663,14279.16550717221,968.2904301886082,7665.782948932931,2618.921160223345,2607.575546581974,11.34561362608183,-.4691482305493431,-.2451421484861409,-.2880682066448567,-.0891293557875006,-.4719604519513148,-.248032384380957,-.2911253099292236,-.0919403296371732,.1771876609904185,.4191241450668901,.4145493343481931,.5569200496117469,.4788662962461919,.3731764857778419,.3437258767298971,.2718567982126207,.2665810071076199,-.2128311415726456,-.3296985843282176,-.2432917665918503,-.2569166134620128,.4999648635491079,.4854407498674381,.4889643509310955,.4489503919969448,2004,Czech Republic,.14523847,-.70287508,.081171736,-.76217026,0
cz07,25443.41423139263,26516.55748305169,27822.13539532981,17175.4220655297,17516.35839174585,1305.57789641005,10646.71332323295,1073.143258642233,1063.314199433788,9.829059225370338,.3555579274898192,.3321930074655513,.3018914393253391,.2565869417384902,.2496537810568852,-.3429535502909811,-.3611426002058921,-.2625541605607893,-.2008885969027332,.3861278705180171,.3820100209550714,.3810819048439728,.3636964295799578,1514.153374386273,0,5410.389474732767,6924.542847556765,.4189873645146022,,.4460011588337229,.4400941946003764,21109.84445786535,24053.36725622009,25133.84175826349,16313.44520140092,16620.64075550525,1080.474494864766,8820.39655077391,2943.522799398825,2928.950043334979,14.57275589524974,-.4894450773319514,-.2996455830002275,-.3391360336807323,-.1609688242498091,-.4931822425659698,-.3033456059653907,-.3430343088333108,-.1646446317852912,.2616805763886521,.4440148668739429,.4443707787075449,.5778246126325358,.4579207435333039,.3529150234801831,.3294028993318116,.2576842012015615,.2516939289696007,-.1604261787261985,-.2543480791169994,-.13218245576006,-.11763863506517,.4842582399190427,.4716848757821459,.4743998643324978,.4376682943454278,2007,Czech Republic,.14499697,-.60726309,.079190463,-.69333559,0
cz10,24849.70054096026,25948.1144657192,27078.96040290695,17518.83250539349,17963.93662849802,1130.845936267247,9560.127903016477,1098.413921744069,1079.803144056259,18.61077772729512,.3556207115773266,.3303156505604888,.3053919679806898,.2672314617744465,.2587431123566125,-.3024303870270076,-.3225954949759594,-.2096080943758533,-.1402247248956512,.3875274821956529,.3831969134063152,.3815719454488271,.3643852335843113,1301.943582352254,0,5140.960554170728,6442.904133389757,.4290063385877845,,.4407709760516869,.4383936478407507,20528.73654931669,23752.52621598921,24691.80219688209,16791.61775574201,17190.38475128861,939.2759780076686,7900.18443355498,3223.789657498092,3202.311379281045,21.47827817474291,-.4840600766978525,-.2593805434980482,-.290027628313485,-.1087762097071135,-.4881076036523177,-.2632048348043055,-.293957435942804,-.1122725243744359,.1194073418424716,.3108035333688555,.2958884774944271,.4125082105326772,.4592739809434929,.3452930174767254,.3258103140542647,.2640591361160335,.256330003848512,-.141144475173416,-.236034443351801,-.0985925199342585,-.0678743098367419,.4865766359562579,.4702995537887362,.4718520028562556,.430322679645083,2010,Czech Republic,.14604169,-.58132744,.076179974,-.65291113,0
cz13,25001.53589607023,25857.15233764141,26839.49487180965,17272.66858057587,17755.53475678573,982.3425396125751,9566.826292534359,855.616434031145,850.9983658149616,4.618068232084321,.3571055012280896,.3361973860871389,.3108778404114386,.2737460779061101,.2646473102855897,-.3986955774068697,-.4122164988137512,-.2952567336912931,-.2149237534795568,.3887781753966008,.3856063358921851,.383878929728682,.3674632336547972,1271.301508170215,0,4976.188492801306,6247.490006544125,.4402398175421511,,.4469104726181081,.4455530613933603,20089.31227046784,23307.68944735498,24115.07018087243,16439.2290295062,16859.56104776286,807.380740691076,7675.841151665543,3218.377170677647,3206.700223440326,11.67694699337627,-.5000658608563959,-.2761544628190088,-.3019923377773079,-.1014525674587168,-.5011810678376634,-.2780755764878549,-.3039464508366547,-.1033569155805862,-.1938100243282423,.2514180495977241,.234642350412058,.421515768210296,.4701373726975819,.3505905687753427,.3298250948179485,.2665165636913585,.2587139185493326,-.2345971522662478,-.3396256272449278,-.196922905443435,-.1565610340632869,.4975137210276522,.4809223408092914,.482128780819442,.4349435467546756,2013,Czech Republic,.15230368,-.69021618,.073001087,-.74841386,1
de00,45177.75114183254,46036.1772574655,48870.75560126895,28678.62257130918,28877.80903072852,2834.57829305959,20192.13297889837,858.426122246209,858.426122246209,0,.352883777874364,.3407052880099351,.3049588417096661,.2553039913485181,.2507829941525299,-.2997841952331186,-.3091917283199405,-.2382138366198758,-.1629853392648668,.3920662957581414,.3902669907940259,.387927115890544,.3508324138891442,4872.294224614274,0,5458.613871512955,10330.90809097799,.3384392033470948,,.4068552250128514,.374588653217918,36002.4958430317,41610.76687214567,43906.93777122917,27584.10517684145,27770.39078498365,2296.170859888739,16322.83255696308,5608.271037342209,5608.271037342209,0,-.5734163290692628,-.1686748432956695,-.2168424490337564,.0531328200337344,-.5734163284824298,-.1686748431121316,-.216842448964782,.0531328200008912,,,,,.4752754216456755,.360003081311452,.3311369277976979,.2632019921941271,.2586405345737504,-.1255761318586222,-.244741456814359,-.1345493581875424,-.1085141597646713,.4842276970600974,.4693856023320508,.4710488825946587,.3956310202355292,2000,Germany,.13991195,-.60474455,.082968272,-.64989704,0
de04,44340.42246209156,45110.96712274724,48324.85749094902,28875.63563508249,29116.48525228744,3213.890305639839,19449.22179886922,770.5446633660249,755.6422751810277,14.90238813081879,.3814204570408425,.3708918868819342,.3276990607490596,.2749619738795295,.2686892437549103,-.2967558136259751,-.3058252698797436,-.2492723234222149,-.1933910410419275,.4203176971935967,.4187679846376224,.4172477001317471,.3837283808486009,4734.075234290826,0,5299.679962926862,10033.75519384852,.3788976654871501,,.4344914684844348,.4082614835127269,34836.22210407708,40661.77231101014,43248.05240639626,27865.44675335735,28066.35565403149,2586.280038527751,15382.60560569964,5825.55021678097,5774.657626268387,50.89259098999263,-.5424748527852272,-.1255244764819945,-.1777075806885025,.0780786158705854,-.5446114623871335,-.1284753258343609,-.1808506049552769,.0745810519112785,-.3000389898322459,.209301209514373,.1789236941127368,.4749386309905755,.5069607783295634,.3862695441166204,.3505556700163662,.2808934009860379,.2756970510895644,-.1276550242920937,-.2565186834573408,-.1586897157915565,-.147707974746158,.5181214102005965,.4992036597701606,.5023523277561848,.4282070093463765,2004,Germany,.15179665,-.64278823,.08954864,-.67671716,0
de07,44637.47332052055,45425.90333792597,48493.7480517962,29508.9665595864,29719.13639777087,3067.844609322379,18984.78138690599,788.4300171424599,772.1209351090519,16.30908212144874,.3845230166739986,.3729654652706951,.330786596589133,.2854863022792564,.2803467977373456,-.3132596862854371,-.3230541026534541,-.2609378624058144,-.2023061866385235,.4138441754424054,.4124547362029315,.4110057863915397,.3824553060686615,4736.023377854765,0,4922.71659511237,9658.739968407232,.3746195216872455,,.4352216328034889,.4055062646772479,34754.01846656185,40962.62685443205,43401.30931365513,28372.63829283112,28563.37441708965,2438.682389838122,15028.67096546853,6208.608395025154,6136.955253770097,71.65314152180342,-.5178358755206863,-.107883021455477,-.1554780782993763,.0699560941791387,-.5216583586445378,-.1126386694256119,-.1605832069147311,.0648321895570269,-.1904474921044025,.2994291970577329,.2817664814075496,.5088088069049028,.5190565855123164,.3933331578640311,.3582398000460587,.2943376012461872,.2899354524153953,-.1419997772666949,-.2809467807981054,-.17062970920482,-.153339704429341,.5160481357473238,.4992006325785995,.5018895008656065,.4364006752473538,2007,Germany,.1436497,-.67427993,.080219187,-.69601959,0
de10,45151.36752947396,45904.33054301568,49041.69679608176,29956.15345663061,30225.70265069323,3137.366222568244,19085.54331519591,752.9630075716112,740.3408342746112,12.62217358021564,.3842740123617462,.3732160088574469,.3299420723064672,.2834618523020879,.2779826208035546,-.3271537692967984,-.3343232101943842,-.268055964963305,-.2025468034861659,.413933542150562,.4129029764522921,.4108019558838742,.3879196463122357,5007.374940220366,0,4948.712756979979,9956.087697201365,.364013805210695,,.4348732634252994,.3992347790247255,34784.1473880214,41092.28527802494,43570.94774902742,28428.93392844748,28651.7132173549,2478.662461338606,15142.01379742755,6308.137879263638,6222.461678762244,85.6761993087774,-.5232393726194799,-.108927944355253,-.1553082565110066,.0418433737875438,-.5249264970928575,-.1110591261343718,-.1574875729697144,.0386245698328325,-.4007074762501425,.045854791337326,.0029703865216229,.2756175744536119,.5142942820041475,.3876412848692032,.3523114390729334,.2902737884206279,.2853590253407602,-.150075574325207,-.2917081952142142,-.1677022736131258,-.1371781462349189,.4998346889070164,.4879773624345125,.4893845248715805,.4294702586791511,2010,Germany,.13707308,-.67934948,.080859885,-.7075392,0
de13,44809.86851976629,45575.00545748661,48544.76151390232,29479.83306905568,29694.72096736669,2969.756060792624,19064.92846390115,765.1369393222553,752.7221835446502,12.41475583793647,.3951613372810705,.3832640784771341,.340191440432787,.29230970088488,.28764636631817,-.3424146279350106,-.3518054680119463,-.2858778037922782,-.2231312202209184,.4234886149516506,.4223983247400733,.4205302760136929,.4019037864330189,4865.392748002118,0,4876.910217904749,9742.302964062417,.3747574820022587,,.4419928431472404,.4084149058274422,34406.39424037319,40785.83196279713,43129.00582555876,28070.84127146395,28261.86958072769,2343.173859306972,15058.16456107057,6379.437725304214,6269.990798224877,109.4469251397071,-.5301568377924983,-.0891321882960263,-.1357732720219969,.067484940318786,-.5352446380947236,-.095290488127399,-.142089024306459,.0595942533720364,-.2386871363039912,.263664244421308,.2260432496717962,.5195262676428486,.5282162257316516,.3983274738799352,.3617913710285104,.2961035633563119,.2916366041585082,-.1678365542324743,-.3259665680455801,-.2121582503888306,-.188671745452079,.5116473203052588,.4996462088621285,.5016846502020293,.4518157507286784,2013,Germany,.13989328,-.72429407,.080338836,-.73506957,0
de15,45849.03215461071,46598.95068651357,49612.63723086881,29979.0171322473,30233.28706522875,3013.686645561776,19633.62015188958,749.9185300060095,730.800467843802,19.11806204521853,.4002191685751162,.3887999614805302,.3450754259299076,.2971754474526967,.2925675689417396,-.351824412646162,-.3598842638846358,-.2987537164473317,-.2401486296233366,.4266872507694156,.4258770613082153,.4241420089214449,.4066344570666656,5025.986610910949,0,4987.913000698448,10013.89960108544,.3711697410307159,,.4411087010518244,.40600626419064,35304.20864996204,41933.74328251341,44290.78081264596,28699.72974177858,28903.7276006586,2357.037598867425,15591.05110417414,6629.534633306828,6494.117893184584,135.4167422418926,-.5153892668919959,-.0791094866628122,-.1206582064869769,.0811426335643431,-.5198287177092137,-.0876420539585566,-.1294909602169069,.0710744543110856,-.3024885882208873,.3300828919940006,.3029300645279503,.563977648594583,.5309410162348971,.4011042929038173,.364663346702512,.299951721527989,.2957921107706163,-.1854117549291902,-.3343273198335336,-.222718761543502,-.1972006446286545,.5110016330538224,.499881294167113,.5014310677501855,.4509731465034937,2015,Germany,.13676772,-.73543161,.079066582,-.74868423,1
dk00,37822.06970984197,39171.71171760886,43072.80420248013,27765.14266551023,28371.4501525886,3901.092460599274,15307.66152530999,1349.642008738984,1347.35504075348,0,.3367117991139965,.3112273072397102,.2480675377930121,.2076955819306122,.2013471279486634,-.4149411196458093,-.4365305519135788,-.3221547010530109,-.3001526832407503,.3239934169095737,.3250985129911002,.3285013281554477,.3088289676319389,376.5042859278144,2703.714428775429,256.8201659057905,633.3242754065177,.3807591029069598,.4062217303237676,.2055535662815913,.309711455000226,31371.81665375562,36323.67557195983,39753.91038444704,25987.75687093955,26533.42253575907,3430.234793558114,13766.15350429644,4951.858918957672,4938.903094245214,0,-.5713549498026299,-.1644653450701163,-.2453890702754629,-.2016413353538186,-.5710350259279907,-.165119635612259,-.2474166465378111,-.2040764681740756,,,,,.4417824513681075,.3299201402460552,.2740724624885447,.2297629233362375,.2247808225219226,-.2710274078170705,-.3884334238435476,-.2262117067518621,-.2075885699864309,.3481620583326358,.3596802958680537,.3647850502996371,.3453712346324052,2000,Denmark,.090712585,-.71835357,.080433793,-.74775785,0
dk04,38159.93344097451,39533.78554853729,43916.07761517598,29036.86723986267,29598.61933477221,4382.292117914532,14879.21041337317,1373.852108107046,1372.825344618351,0,.3464801760427457,.3202414407352279,.2508251922487864,.2126711637585497,.2065199886714061,-.4072430302773269,-.4269491468416911,-.31111514654262,-.2954389630205746,.3254969394495852,.326889436339489,.3314160847150219,.3151041323301194,71.72528923511831,2443.058567705975,231.0542624118464,302.7775474445887,.2984232694493985,.412024457303763,.2031713079548748,.2257403814711321,31711.55268603793,37118.5673160997,40953.61569891124,27441.85443164273,27896.3639079522,3835.048418081787,13511.76129669294,5407.014634901113,5397.152266141726,0,-.5668736367656494,-.1234190095545242,-.2052625777022508,-.1657815137583482,-.5666972655723906,-.1238086117284499,-.2066015099299245,-.1674443953906254,,,,,.452232336399736,.3345452008002478,.2733786118745812,.2327544205178043,.2284361708354986,-.2662262285310175,-.3896524319177387,-.2302596258471461,-.2168349225311066,.3412596156658818,.3555114165217145,.3616787546581814,.3464217129948299,2004,Denmark,.088300146,-.72419763,.080590889,-.74719059,0
dk07,42027.80197041074,43581.81239727845,47169.23328135489,30703.77054946902,31358.23297159995,3587.420961507492,16465.46279463437,1554.010427562245,1554.010427562245,0,.3374693150242203,.3118970080278248,.2591058162596596,.220892697079945,.2143597805147799,-.4139462394302286,-.4243019165653139,-.3309451267488993,-.314174110547176,.3304434625356096,.3338361961172883,.336192120441025,.3203951553421923,3769.531599677754,3769.531599677754,243.3683853889453,4012.899971489923,.3404284712152107,.3404284712018171,.1957152424587755,.3316521184321664,35052.02141689628,40644.70903359083,43821.54091218432,28850.55274747319,29426.83260942914,3176.83193588063,14970.98821430117,5592.687618452572,5592.687618452572,0,-.5638504768106197,-.1521904646974702,-.205887508287479,-.1781603131315628,-.5638504768148089,-.1521904647185862,-.2058875082856865,-.1781603131081923,,,,,.446365222823177,.3338235178292412,.2858009016299461,.2442284660160162,.2391266436863656,-.2804183156605896,-.3860514095186297,-.2588819924185383,-.2417190549499127,.3514816365162739,.3682540510953758,.3713870663984136,.3567690986774034,2007,Denmark,.085586168,-.71987492,.077086307,-.7361989,0
dk10,41441.6217911045,43137.09417145536,47189.38581194436,31558.87431039297,32503.44112135896,4052.291642154656,15630.51150469643,1695.472381310331,1695.472381310331,0,.3613269776088375,.3321852069582767,.2711553940804102,.2385967998396779,.2297355664673525,-.4077810387124988,-.424651192602542,-.3211749894008454,-.3052727070679601,.3349769423367162,.3385318640643536,.3413704369901823,.3297951997940096,3727.26561282971,3727.26561282971,239.4160987418395,3966.681686499377,.3636009564382582,.3636009564505412,.2082956303356956,.3542272286514819,33846.39468906153,40119.26433855323,43644.82560249946,29497.08355939743,30330.9034110811,3525.561265472274,14147.74204705291,6272.869653543356,6272.869653543356,0,-.545103127111204,-.1113818212638384,-.1773708147833826,-.156482592265562,-.5451031270948502,-.1113818212712782,-.1773708147914909,-.1564825922773521,,,,,.4771176236706972,.3493906875128877,.2943211151420813,.2591017370873336,.2518379517465488,-.265181676648166,-.3956582252266057,-.2540877517806484,-.2377761458293259,.350405968877244,.3698850097496691,.3737336456197615,.3609982040855699,2010,Denmark,.079412527,-.74504894,.070215046,-.75683641,0
dk13,41334.03768262231,43107.62018749187,47253.89763755626,31480.66528343574,32096.92447541816,4146.277517084112,15773.23243522961,1773.582506651474,1773.582506651474,0,.3673946282907265,.3374293124342314,.2736211590730571,.240341075188661,.2322244239831567,-.4151883601343978,-.4349043194490649,-.3338986348747542,-.3195312607312396,.3371277731654413,.3414513551044017,.3443827014225112,.3333185156847299,2557.600128216838,2557.600128216838,229.1822762695651,2786.782416640673,.4366122400170512,.4366122400135644,.2049583420446126,.4175612513515651,33339.61600810368,40007.26269197708,43615.53786346424,29365.46731457534,29912.67018446268,3608.275218281209,14250.07060975118,6667.6466877669,6667.6466877669,0,-.5330048112634223,-.0883718505076965,-.15481490166381,-.1392479238953614,-.5330048112587666,-.0883718505043066,-.1548149016836037,-.1392479239173266,,,,,.4847885614632325,.3508178045138249,.2928435283390826,.2572608498205111,.2505051939975971,-.2683310016739445,-.4119579356639846,-.2729604495770185,-.257154100696902,.344470802615705,.3664267812535645,.3703465539727258,.3597486851208884,2013,Denmark,.077503026,-.76277572,.070761539,-.77233362,1
ee10,19550.91339199543,20191.90233618899,21552.99305340125,13580.29795464159,13735.42098236226,1361.008825398881,7942.352760413337,631.199873714702,627.0701605364162,4.129713101672421,.3856569745901383,.3656821406920308,.341317391298378,.3193320251547735,.3153651032999714,-.0883928553571844,-.1084928648835224,.0629907338839165,.1140149528809266,.3855019560289579,.3823706483176796,.3828341358744446,.3720418903833856,319.6595161457781,319.6595161457781,4167.277581016888,4486.937095140807,.4780826247849288,.4780826248200084,.4450194089915078,.4473744674351806,15856.09397079143,17931.64313011912,19003.40261696992,12505.13494639121,12664.52843700428,1071.790937642751,6482.653269606881,2044.167763797796,2040.14011518582,4.027648388948469,-.4594427800142696,-.2306490993049891,-.2776334545976897,-.1402385225766243,-.4602213830669153,-.2315784956978532,-.2785982753150374,-.1412051132375697,-.065053922986333,.2401214648155151,.2110808286097578,.3493723241795639,.4829552637750762,.3867641367686771,.3689134010931903,.3226828453925856,.3189619171968116,.0683301175381831,-.0238443485313867,.1599982540738041,.1751140186683093,.4772455436589661,.4632231715751827,.4674896963674081,.441611933905935,2010,Estonia,.098576292,-.41060847,.041516744,-.47417501,0
ee13,23441.93886641456,24405.16429938058,25696.07395148732,17546.33467571644,17334.05643103162,1261.921802108249,8115.025298346074,941.595851600424,912.7970405513348,28.79881083224356,.4236695125679808,.3988523386864288,.3818463988252486,.3418258451305241,.3339137592692994,.0005480107662896,-.0243007777106454,.1393159281889674,.1682158086387523,.4730445708975657,.4703893024114345,.4719740900286302,.4608866171477538,294.1737301534585,294.1737301534585,3612.362126292241,3906.535857036573,.4992145211703967,.4992145211328828,.590391796806622,.5835227093705905,18669.08203687752,21161.48679785916,22154.24001669039,15688.36031946227,15579.45805076828,974.3806546182294,6462.295431155992,2446.231059569175,2414.147779746565,32.08327946432405,-.4207033867145981,-.2124848968749032,-.244116678589395,-.1739923116094792,-.4297039643543955,-.2208212578224311,-.2527260094285359,-.1825703615933258,.2565567230423256,.4147953344893062,.403703534180805,.4714741464458001,.5292189860570289,.4301435591482287,.418003399124601,.359740758346613,.351280353767299,.1561241178612972,.0693527548048352,.2403202841585442,.2502238580416744,.5697701821086616,.5618174594202795,.5652788738067197,.5493560972073422,2013,Estonia,.14727548,-.36079082,.090127692,-.4231531,1
es07,34139.3166784874,35274.8055735344,36298.2499215051,24338.83442120527,24517.00656202979,1013.911895082295,11918.0982320569,1124.91284725508,1115.294295584708,9.618551141393677,.352437432287618,.3340711206318527,.3195791390091609,.3041646306674586,.3010616608849782,-.2712302163286925,-.2744246715708784,-.0857526055876195,.005645291223103,.3659862069033641,.3620773622677326,.359434394815872,.3378988075826823,1289.645969895268,1289.645969895268,6113.125030693875,7402.771009001181,.3856131713595943,.3856131714068973,.3856131749094042,.3856131744095665,28547.92921759822,32374.82772598241,33523.65223589334,23399.5123847457,23575.66641164475,1137.835806451339,10086.08276414187,3790.29356038142,3715.684292351532,74.6092674499413,-.4774411690887452,-.0801149510303202,-.0932194632610679,.0689339476359845,-.4827097565683464,-.0917346121134782,-.1055668900647417,.0572793487797915,-.2150554463046112,.4985664096429921,.5217060310448234,.6493552609232525,.4425710279027857,.3570439391912565,.3381958161438762,.306816679409923,.3035915878999574,-.2484686926344465,-.3075197428142827,-.0744255495761728,.0126634988627992,.4419181911171848,.4290834303154391,.4264925093352583,.3864529854793014,2007,Spain,.088296697,-.66456366,.039855257,-.60849577,0
es10,29515.08323448625,30693.35095799035,32257.68632960426,21959.23269724062,22202.97713772412,1534.10194248764,10219.75211337457,1155.495702555462,1128.063516161207,27.43218520676777,.4022180606359533,.3816390329233752,.3527439026127846,.3349914330799663,.3281791502776196,-.2980485873878741,-.3109750419260557,-.1210818566512784,-.0365877827916692,.4091485666827575,.4044927104064445,.4007303827985974,.3751290837593011,1088.700520077823,1088.700520077823,5126.322127305919,6215.02264268788,.4388531202487154,.4388531201463187,.4388531195004602,.4388531190611028,24097.68005781823,28478.11375119165,29955.42352780071,21443.87515325462,21704.80617396474,1445.820615976459,8436.404441646131,4287.06386686079,4213.81010069916,73.2537661917945,-.4318928777002304,.0163545246560959,-.0063157851101621,.1533891104591895,-.4371848794638555,.0077243074519186,-.0154949299143678,.1448350527189231,-.1274786781167664,.5127944301619218,.5217003576040908,.6454481348976607,.5023377083319466,.3955612692316731,.3672270330048232,.334664173049878,.3274061315739995,-.1868080658885933,-.2829512715953946,-.0765838548299171,-.0136435703444824,.4932024687806496,.4711665704044503,.4694581019271615,.4190036472545754,2010,Spain,.10223107,-.67851251,.047986481,-.69261408,0
es13,27525.05153923176,28798.54996918136,30903.96144787851,20809.3214373414,21010.91884114867,2105.411453685418,10094.63998546752,1273.498422628274,1186.796617617652,86.70180453908176,.4476220561937291,.4268782042098118,.3891274351359713,.3550739722110782,.3485385993403678,-.2230842956134181,-.2265671679638615,-.0414735071627446,.0297946833449835,.477044434493083,.4726769280050092,.4680054952400596,.4457195065392436,1005.933070595104,1005.933070595104,4736.598230918602,5742.531315565098,.4375035810494088,.4375035810671868,.437503581025693,.437503582300745,23307.42199632734,28399.60738909461,30315.0699283514,21473.15913831364,21647.38688679843,1915.462532105841,8841.910784197944,5092.185387959918,4847.877325988451,244.308062837272,-.3468095306914641,.1776598876730238,.152516904696564,.2954658144494063,-.3587707322515317,.1560857719046016,.1301397101843194,.2757954552217962,-.1094598654905324,.6057614652906864,.5965542111008237,.6857905859326141,.5249644214712667,.4205520403723569,.3876743934332372,.3460472224381403,.3405130251599882,-.1040835591651101,-.204314018653103,-.0076073378723697,.0382384954031079,.5218873494829843,.5077136698399128,.5065234345442075,.4610969942730192,2013,Spain,.11884904,-.62486607,.07887806,-.65344536,1
fi00,34944.11849057063,36429.68789261684,39643.31853929092,23349.90750385069,23589.26853621129,3213.630656062363,16293.41107402779,1485.569407849759,1428.090847340561,46.65311172446542,.3758013366665034,.3523223098183801,.2965749606597745,.2446518862294781,.2415352179781965,-.3479586331281245,-.36906115822786,-.2963463700432067,-.2573100404730164,.3767934064478241,.3762754063949489,.3770381375596826,.3588322801011306,1445.45074660813,0,5563.155643825284,7008.606390010978,.3881864737483638,,.4349295228443962,.4252892643822767,28564.49595732366,33048.7532055441,35916.14384579741,21988.45402187802,22135.92817913696,2867.390659025959,13927.68985450427,4484.257243374358,4297.795188261958,107.3494792237791,-.5078184297127504,-.0816890500051053,-.1475603137688452,-.0094669442470734,-.5137478844281346,-.0888674191539219,-.1582189808198802,-.0230232132361351,-.1564853567550581,.3691048696839823,.3566913610089621,.4601599304760858,.4801671948347532,.3750118023970208,.323267186953716,.2574932471730933,.2557587136283683,-.2035290048409218,-.3222977795520475,-.2147045515992876,-.1940285206512149,.4279820869863417,.43220601908057,.4357968366012839,.4097817144485649,2000,Finland,.11252965,-.69730955,.080463178,-.72138345,0
fi04,38695.11073141752,40386.19315610175,43735.83122085522,26908.61234271964,27158.24417658358,3349.638059245149,16827.21883458958,1691.08242079102,1591.672011309113,90.32613380701372,.3766014205172336,.3526500200075062,.3003931683681499,.2545358700403542,.2508005799050526,-.3468991293073115,-.3667328226531633,-.287330249724974,-.2555417110474981,.3787065582594004,.3783477577705214,.3791618979324916,.3634859607944091,1353.201478791459,0,5597.100664448333,6950.30214359732,.4032163368516979,,.4302144643733635,.4249580157177686,31225.52401445767,36340.32428705166,39297.0942548431,25055.06170009882,25227.748202341,2956.769959821326,14242.03251985998,5114.800270632288,4880.012252619723,176.1256313763925,-.4938940854255595,-.0800684493381136,-.1441645358583246,-.0248002957076335,-.5077640367439168,-.0961450050853185,-.1638551034059105,-.0461004058812631,-.0616461897217376,.4432518191933907,.4291386998741081,.5228473492841997,.4857690954204952,.3767968657285398,.328266592349658,.268555868676558,.2657531639807083,-.1976839888441076,-.3205435858252336,-.2075583861014452,-.1938551981132765,.4334756871606698,.4370500104276122,.4408054525694055,.4192344211696292,2004,Finland,.11253886,-.69734043,.07876873,-.71938282,0
